PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",27-4012,Broadcast Technicians,detailed,70,38.1,0.065,0.32,18.19,"37,840",9.1,9.67,10.61,13.07,18.52,37.10,"20,110","22,070","27,190","38,520","77,170",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",27-4014,Sound Engineering Technicians,detailed,80,31.2,0.076,0.75,33.04,"68,720",11.7,15.78,20.06,23.32,45.54,59.90,"32,820","41,720","48,500","94,730","124,590",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",27-4021,Photographers,detailed,120,21.4,0.116,0.32,23.70,"49,290",9.0,12.00,14.14,20.94,29.02,43.95,"24,960","29,420","43,560","60,350","91,420",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",27-4032,Film and Video Editors,detailed,110,43.7,0.107,0.54,*,*,*,*,*,*,*,*,*,*,*,*,*,,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",27-4099,"Media and Communication Equipment Workers, All Other",detailed,**,**,**,**,29.54,"61,450",5.3,16.48,19.32,24.30,40.73,50.27,"34,290","40,180","50,540","84,730","104,560",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-0000,Healthcare Practitioners and Technical Occupations,major,"39,580",6.2,39.120,0.67,54.50,"113,360",2.6,22.49,31.90,50.83,69.66,89.87,"46,790","66,360","105,720","144,890","186,920",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-1011,Chiropractors,detailed,210,27.1,0.207,0.89,37.35,"77,690",18.7,14.25,22.33,33.99,50.75,61.95,"29,640","46,440","70,700","105,550","128,860",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-1021,"Dentists, General",detailed,"1,120",14.3,1.106,1.52,91.18,"189,650",14.8,35.86,51.43,68.93,#,#,"74,580","106,960","143,370",#,#,,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-1031,Dietitians and Nutritionists,detailed,300,20.3,0.293,0.68,36.87,"76,680",3.3,25.63,31.90,36.96,43.46,48.67,"53,310","66,340","76,870","90,390","101,240",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-1041,Optometrists,detailed,330,15.1,0.321,1.26,63.35,"131,770",13.8,41.35,47.12,54.07,77.32,#,"86,000","98,020","112,460","160,830",#,,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-1051,Pharmacists,detailed,"1,680",15.4,1.664,0.78,68.46,"142,400",2.5,54.60,62.58,69.18,76.80,87.84,"113,570","130,170","143,890","159,750","182,700",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-1061,Anesthesiologists,detailed,**,**,**,**,135.29,"281,400",13.2,#,#,#,#,#,#,#,#,#,#,,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-1062,Family and General Practitioners,detailed,"1,010",12.5,0.994,1.08,96.04,"199,760",7.6,31.03,70.13,#,#,#,"64,550","145,870",#,#,#,,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-1063,"Internists, General",detailed,370,38.1,0.363,1.02,112.31,"233,590",8.6,70.95,#,#,#,#,"147,580",#,#,#,#,,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-1064,Obstetricians and Gynecologists,detailed,120,39.0,0.114,0.78,#,#,*,#,#,#,#,#,#,#,#,#,#,,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-1065,"Pediatricians, General",detailed,**,**,**,**,81.57,"169,660",10.1,47.65,52.38,59.29,#,#,"99,110","108,960","123,330",#,#,,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-1066,Psychiatrists,detailed,**,**,**,**,123.14,"256,130",13.1,82.31,#,#,#,#,"171,200",#,#,#,#,,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-1067,Surgeons,detailed,220,36.2,0.218,0.72,125.24,"260,490",7.8,87.21,#,#,#,#,"181,400",#,#,#,#,,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-1069,"Physicians and Surgeons, All Other",detailed,"1,340",27.2,1.329,0.57,109.55,"227,850",6.2,62.67,84.32,#,#,#,"130,360","175,390",#,#,#,,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-1071,Physician Assistants,detailed,550,29.0,0.547,0.77,56.70,"117,930",5.2,23.83,45.36,58.42,71.73,85.27,"49,560","94,350","121,510","149,190","177,370",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-1081,Podiatrists,detailed,50,27.3,0.053,0.77,55.16,"114,730",25.1,24.08,25.88,30.08,76.29,#,"50,080","53,830","62,570","158,690",#,,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-1122,Occupational Therapists,detailed,480,25.7,0.477,0.57,48.05,"99,950",4.4,34.98,40.63,46.85,55.33,66.47,"72,760","84,510","97,450","115,080","138,250",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-1123,Physical Therapists,detailed,"1,130",13.8,1.115,0.73,47.60,"99,010",4.4,31.99,40.18,47.16,55.47,62.72,"66,530","83,570","98,100","115,380","130,450",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-1124,Radiation Therapists,detailed,100,8.7,0.097,0.79,58.54,"121,760",5.1,43.12,51.02,59.17,68.99,75.69,"89,680","106,130","123,070","143,490","157,430",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-1125,Recreational Therapists,detailed,70,29.9,0.067,0.52,32.05,"66,650",4.5,23.95,27.09,33.33,37.78,42.43,"49,810","56,350","69,330","78,580","88,250",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-1126,Respiratory Therapists,detailed,890,21.4,0.881,1.01,44.31,"92,170",3.4,32.43,38.29,44.52,52.36,58.24,"67,450","79,650","92,610","108,900","121,130",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-1127,Speech-Language Pathologists,detailed,500,22.1,0.497,0.52,45.29,"94,210",8.3,30.88,34.86,41.89,50.95,64.78,"64,230","72,510","87,130","105,990","134,750",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-1129,"Therapists, All Other",detailed,290,43.4,0.288,3.65,25.64,"53,340",7.0,19.88,21.18,23.34,27.12,31.84,"41,360","44,060","48,550","56,410","66,230",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-1131,Veterinarians,detailed,300,8.0,0.298,0.63,58.06,"120,770",10.9,31.23,40.41,57.19,72.58,#,"64,950","84,060","118,950","150,970",#,,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-1141,Registered Nurses,detailed,"13,720",11.1,13.558,0.68,58.47,"121,610",3.7,35.00,48.26,62.73,71.53,77.47,"72,810","100,380","130,470","148,780","161,130",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-1151,Nurse Anesthetists,detailed,**,**,**,**,112.93,"234,900",11.6,36.77,87.73,#,#,#,"76,470","182,470",#,#,#,,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-1161,Nurse Midwives,detailed,60,45.5,0.058,1.07,70.88,"147,420",5.9,44.65,54.29,75.44,89.62,#,"92,860","112,910","156,920","186,420",#,,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-1171,Nurse Practitioners,detailed,650,25.9,0.639,0.65,68.77,"143,050",3.9,42.51,59.20,71.75,85.38,#,"88,410","123,140","149,250","177,580",#,,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-1181,Audiologists,detailed,**,**,**,**,40.38,"83,990",2.8,32.43,34.67,38.41,45.95,52.81,"67,460","72,120","79,890","95,580","109,840",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-1199,"Health Diagnosing and Treating Practitioners, All Other",detailed,400,18.2,0.399,1.54,37.41,"77,820",8.8,18.23,24.87,33.22,45.53,59.25,"37,920","51,730","69,100","94,700","123,240",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-2011,Medical and Clinical Laboratory Technologists,detailed,730,10.8,0.721,0.61,45.17,"93,960",4.1,30.57,34.82,42.10,52.34,62.66,"63,580","72,430","87,560","108,870","130,340",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-2012,Medical and Clinical Laboratory Technicians,detailed,900,12.3,0.885,0.77,25.60,"53,250",3.2,16.73,20.93,25.71,28.69,30.94,"34,790","43,540","53,480","59,670","64,350",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-2021,Dental Hygienists,detailed,"1,340",16.8,1.324,0.91,46.01,"95,710",4.4,34.56,41.35,47.03,54.39,59.24,"71,890","86,010","97,830","113,140","123,230",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-2031,Cardiovascular Technologists and Technicians,detailed,150,21.5,0.144,0.39,34.30,"71,350",5.2,17.76,23.38,32.12,43.38,56.34,"36,950","48,640","66,810","90,230","117,180",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-2032,Diagnostic Medical Sonographers,detailed,270,17.7,0.262,0.59,52.31,"108,800",3.7,37.03,44.59,53.42,61.38,70.62,"77,020","92,750","111,120","127,660","146,900",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-2033,Nuclear Medicine Technologists,detailed,50,17.3,0.053,0.37,57.52,"119,650",3.5,42.56,50.69,58.65,67.67,73.89,"88,530","105,440","121,990","140,750","153,690",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-2034,Radiologic Technologists,detailed,750,13.9,0.740,0.52,46.04,"95,770",3.6,28.72,39.06,47.64,55.49,60.97,"59,740","81,250","99,090","115,430","126,820",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-2035,Magnetic Resonance Imaging Technologists,detailed,120,24.9,0.120,0.49,45.47,"94,570",5.5,31.01,35.96,48.85,55.71,59.87,"64,490","74,800","101,600","115,880","124,530",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-2041,Emergency Medical Technicians and Paramedics,detailed,270,17.9,0.271,0.16,22.07,"45,910",5.4,12.92,17.07,22.71,27.28,30.05,"26,860","35,500","47,250","56,740","62,510",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-2051,Dietetic Technicians,detailed,330,31.4,0.328,1.56,19.38,"40,300",7.4,10.23,11.62,19.83,24.68,28.75,"21,280","24,180","41,250","51,330","59,790",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-2052,Pharmacy Technicians,detailed,"1,820",13.5,1.802,0.65,20.94,"43,550",4.7,12.59,15.17,20.31,25.76,30.16,"26,180","31,560","42,240","53,570","62,730",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-2053,Psychiatric Technicians,detailed,80,33.8,0.083,0.19,30.19,"62,800",2.4,25.22,26.89,29.56,33.85,37.25,"52,450","55,940","61,480","70,400","77,470",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-2054,Respiratory Therapy Technicians,detailed,**,**,**,**,26.40,"54,920",5.9,16.38,18.85,25.95,33.55,37.59,"34,060","39,220","53,980","69,790","78,190",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-2055,Surgical Technologists,detailed,730,29.9,0.725,1.00,32.08,"66,720",3.1,21.63,25.98,31.42,37.53,45.27,"44,990","54,040","65,340","78,070","94,170",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-2056,Veterinary Technologists and Technicians,detailed,330,28.8,0.329,0.47,20.48,"42,590",9.8,12.34,16.36,20.11,23.26,31.25,"25,670","34,040","41,830","48,380","65,010",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-2057,Ophthalmic Medical Technicians,detailed,300,37.4,0.299,1.05,19.35,"40,260",4.6,13.61,15.60,17.89,23.05,27.80,"28,310","32,450","37,210","47,950","57,810",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-2061,Licensed Practical and Licensed Vocational Nurses,detailed,"2,200",14.1,2.179,0.43,28.36,"58,990",1.8,21.58,25.28,27.93,30.80,36.66,"44,890","52,590","58,090","64,060","76,260",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-2071,Medical Records and Health Information Technicians,detailed,690,16.2,0.679,0.49,29.94,"62,270",7.9,15.83,19.31,27.59,39.56,48.63,"32,930","40,170","57,390","82,280","101,140",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-2081,"Opticians, Dispensing",detailed,350,19.7,0.346,0.65,24.85,"51,680",5.7,16.43,20.29,24.31,30.09,34.81,"34,170","42,210","50,550","62,580","72,410",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-2099,"Health Technologists and Technicians, All Other",detailed,590,8.8,0.581,0.77,28.72,"59,730",9.2,16.42,21.60,27.42,34.01,44.01,"34,160","44,930","57,030","70,730","91,550",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-9011,Occupational Health and Safety Specialists,detailed,330,21.6,0.323,0.63,46.55,"96,830",1.9,30.06,35.95,44.27,55.71,68.92,"62,530","74,770","92,090","115,870","143,360",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-9012,Occupational Health and Safety Technicians,detailed,**,**,**,**,28.73,"59,770",13.4,13.58,18.16,25.46,34.08,54.37,"28,240","37,770","52,950","70,880","113,100",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-9091,Athletic Trainers,detailed,80,26.1,0.080,0.47,*,"52,490",5.0,*,*,*,*,*,"30,400","37,030","48,390","64,480","79,820",TRUE,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-9099,"Healthcare Practitioners and Technical Workers, All Other",detailed,260,14.4,0.255,0.89,48.12,"100,090",6.3,21.82,30.70,46.85,66.23,78.06,"45,390","63,850","97,440","137,760","162,370",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",31-0000,Healthcare Support Occupations,major,"17,090",5.1,16.893,0.58,19.59,"40,750",2.8,11.69,13.85,18.01,24.20,28.66,"24,310","28,800","37,460","50,340","59,610",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",31-1011,Home Health Aides,detailed,"1,360",26.4,1.343,0.23,13.27,"27,610",4.7,9.39,10.27,11.80,15.68,18.33,"19,530","21,360","24,550","32,610","38,130",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",31-1014,Nursing Assistants,detailed,"4,260",9.2,4.210,0.41,15.92,"33,120",3.7,11.85,12.89,14.54,18.23,23.06,"24,660","26,810","30,240","37,920","47,960",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",31-1015,Orderlies,detailed,250,23.6,0.251,0.66,21.70,"45,130",3.2,14.73,17.92,22.34,26.31,28.64,"30,640","37,280","46,460","54,710","59,570",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",31-2011,Occupational Therapy Assistants,detailed,30,13.1,0.031,0.12,27.73,"57,680",7.1,19.81,21.66,30.35,34.49,36.89,"41,200","45,040","63,120","71,740","76,730",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",31-2021,Physical Therapist Assistants,detailed,180,31.9,0.182,0.31,32.25,"67,080",11.8,13.90,23.50,33.80,38.67,46.76,"28,910","48,880","70,290","80,440","97,250",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",31-2022,Physical Therapist Aides,detailed,370,18.1,0.363,0.99,15.99,"33,260",4.0,11.60,12.76,14.39,17.44,24.69,"24,130","26,550","29,920","36,270","51,360",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",31-9011,Massage Therapists,detailed,440,38.7,0.432,0.65,23.67,"49,230",7.6,11.13,16.86,25.23,28.37,30.42,"23,140","35,080","52,490","59,000","63,270",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",31-9091,Dental Assistants,detailed,"3,280",7.6,3.242,1.38,23.03,"47,900",5.1,13.25,17.11,24.39,27.80,29.98,"27,560","35,590","50,740","57,830","62,360",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",31-9092,Medical Assistants,detailed,"4,240",9.3,4.189,0.96,21.44,"44,590",4.7,13.13,15.91,20.42,24.06,28.84,"27,320","33,100","42,470","50,040","59,980",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",31-9093,Medical Equipment Preparers,detailed,470,18.8,0.463,1.27,23.65,"49,190",5.1,14.47,17.55,24.42,28.52,33.38,"30,090","36,510","50,800","59,330","69,440",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",31-9094,Medical Transcriptionists,detailed,130,37.5,0.126,0.30,24.62,"51,200",5.1,18.18,22.62,25.85,28.09,29.44,"37,820","47,050","53,770","58,430","61,230",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",31-9095,Pharmacy Aides,detailed,360,28.3,0.352,1.27,15.45,"32,140",7.5,9.58,10.61,14.41,18.76,25.03,"19,930","22,080","29,960","39,020","52,060",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",31-9096,Veterinary Assistants and Laboratory Animal Caretakers,detailed,560,23.1,0.552,1.01,16.33,"33,970",8.2,10.45,12.69,16.16,19.44,22.85,"21,730","26,400","33,610","40,440","47,540",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",31-9097,Phlebotomists,detailed,710,21.7,0.701,0.82,19.34,"40,220",3.5,15.39,16.55,18.48,21.72,23.94,"32,010","34,420","38,430","45,180","49,800",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",31-9099,"Healthcare Support Workers, All Other",detailed,450,11.7,0.441,0.64,25.04,"52,080",10.1,13.15,16.51,22.14,27.94,35.38,"27,350","34,340","46,060","58,110","73,590",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",33-0000,Protective Service Occupations,major,"17,730",7.6,17.523,0.72,27.85,"57,920",11.5,10.95,13.19,18.83,41.14,59.08,"22,780","27,440","39,170","85,580","122,880",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",33-1012,First-Line Supervisors of Police and Detectives,detailed,120,6.6,0.115,0.16,76.04,"158,160",7.7,39.45,54.83,75.43,#,#,"82,060","114,040","156,890",#,#,,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,detailed,110,8.3,0.106,0.25,55.51,"115,450",7.5,30.29,35.56,57.92,72.45,81.28,"63,010","73,970","120,460","150,700","169,050",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",33-1099,"First-Line Supervisors of Protective Service Workers, All Other",detailed,530,10.5,0.524,1.04,23.63,"49,140",5.1,13.19,15.27,20.96,28.64,37.51,"27,440","31,760","43,590","59,580","78,030",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",33-2011,Firefighters,detailed,"1,170",6.0,1.157,0.50,37.78,"78,580",7.7,20.61,28.15,35.31,46.20,59.45,"42,870","58,550","73,440","96,090","123,660",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",33-2022,Forest Fire Inspectors and Prevention Specialists,detailed,40,0.0,0.042,3.55,41.06,"85,400",2.9,31.16,33.12,36.38,52.65,59.84,"64,810","68,880","75,660","109,500","124,470",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",33-3021,Detectives and Criminal Investigators,detailed,200,21.5,0.199,0.26,49.07,"102,070",8.1,30.84,35.43,46.31,65.32,71.27,"64,150","73,700","96,330","135,870","148,240",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",33-3041,Parking Enforcement Workers,detailed,70,20.2,0.068,1.08,25.75,"53,570",4.4,18.87,22.41,26.12,28.94,32.12,"39,250","46,610","54,320","60,200","66,800",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",33-3051,Police and Sheriff's Patrol Officers,detailed,"3,890",28.9,3.842,0.81,55.06,"114,520",2.7,40.13,49.55,55.47,62.00,73.12,"83,470","103,060","115,370","128,950","152,090",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",33-9011,Animal Control Workers,detailed,30,34.2,0.032,0.33,27.62,"57,450",2.3,21.31,24.55,27.51,30.47,35.45,"44,330","51,070","57,220","63,370","73,740",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",33-9021,Private Detectives and Investigators,detailed,**,**,**,**,36.05,"74,990",3.1,21.68,26.28,33.97,44.96,55.33,"45,100","54,660","70,650","93,520","115,080",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",33-9032,Security Guards,detailed,"8,880",7.8,8.778,1.10,15.74,"32,730",4.5,10.39,12.00,13.89,17.34,24.03,"21,610","24,970","28,900","36,060","49,980",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",33-9091,Crossing Guards,detailed,380,10.4,0.377,0.76,19.36,"40,270",5.8,12.44,18.04,20.64,22.54,23.68,"25,880","37,530","42,930","46,890","49,260",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",detailed,750,18.6,0.742,0.72,11.93,"24,810",2.3,9.23,9.86,11.25,13.41,15.53,"19,190","20,500","23,400","27,880","32,300",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",33-9093,Transportation Security Screeners,detailed,270,0.0,0.266,0.88,22.04,"45,840",*,17.77,20.40,21.31,23.49,26.43,"36,960","42,430","44,330","48,850","54,980",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",33-9099,"Protective Service Workers, All Other",detailed,750,18.1,0.745,0.85,19.08,"39,690",3.6,11.34,14.58,17.99,22.34,28.38,"23,580","30,320","37,420","46,470","59,020",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",35-0000,Food Preparation and Serving Related Occupations,major,"76,570",2.6,75.670,0.83,12.70,"26,410",1.5,9.28,9.72,11.24,13.90,18.09,"19,290","20,220","23,390","28,910","37,620",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",35-1011,Chefs and Head Cooks,detailed,940,15.0,0.924,0.99,27.29,"56,770",6.2,15.64,19.45,24.22,35.20,43.13,"32,520","40,450","50,380","73,210","89,720",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",35-1012,First-Line Supervisors of Food Preparation and Serving Workers,detailed,"5,330",8.8,5.263,0.82,17.54,"36,490",4.1,9.94,11.50,16.18,22.26,27.99,"20,670","23,920","33,650","46,310","58,220",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",35-2011,"Cooks, Fast Food",detailed,"4,830",16.7,4.773,1.27,10.73,"22,310",1.9,9.22,9.53,10.49,11.50,12.92,"19,170","19,810","21,820","23,920","26,870",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",35-2012,"Cooks, Institution and Cafeteria",detailed,"1,820",23.9,1.801,0.61,15.24,"31,710",4.5,9.24,10.32,15.61,18.21,21.81,"19,230","21,470","32,460","37,890","45,370",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",35-2014,"Cooks, Restaurant",detailed,"5,650",7.4,5.583,0.67,13.19,"27,440",2.6,9.35,10.53,12.92,15.18,17.85,"19,450","21,910","26,880","31,580","37,130",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",35-2015,"Cooks, Short Order",detailed,"1,070",30.2,1.054,0.75,12.40,"25,780",4.7,9.79,10.44,11.52,14.19,16.91,"20,360","21,710","23,960","29,510","35,160",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",35-2019,"Cooks, All Other",detailed,200,48.6,0.194,1.77,12.38,"25,740",10.9,9.28,9.67,12.17,14.19,16.27,"19,300","20,110","25,320","29,520","33,850",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",35-2021,Food Preparation Workers,detailed,"6,820",14.4,6.738,1.08,11.88,"24,700",2.4,9.37,9.84,11.29,13.31,14.88,"19,480","20,470","23,470","27,690","30,950",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",35-3011,Bartenders,detailed,"2,600",16.0,2.571,0.60,14.59,"30,350",5.4,9.47,10.50,12.65,16.47,25.15,"19,700","21,840","26,310","34,250","52,310",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",detailed,"17,850",7.9,17.641,0.76,11.34,"23,580",1.3,9.27,9.76,10.85,12.01,14.38,"19,280","20,310","22,560","24,980","29,910",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",detailed,"3,000",19.8,2.961,0.84,11.99,"24,940",5.8,9.24,9.49,10.74,13.27,17.75,"19,220","19,730","22,330","27,600","36,920",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",35-3031,Waiters and Waitresses,detailed,"14,830",7.8,14.659,0.81,13.01,"27,060",3.6,9.33,9.84,11.50,14.11,17.96,"19,410","20,480","23,920","29,350","37,360",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",35-3041,"Food Servers, Nonrestaurant",detailed,"1,620",18.2,1.597,0.86,15.07,"31,350",5.5,9.87,11.21,13.57,19.17,22.74,"20,540","23,310","28,230","39,880","47,290",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,"3,700",12.4,3.653,1.22,11.25,"23,400",4.2,9.16,9.31,9.67,11.51,16.16,"19,050","19,360","20,110","23,930","33,620",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",35-9021,Dishwashers,detailed,"3,540",8.3,3.503,0.96,10.59,"22,020",1.7,9.18,9.35,10.04,11.53,13.30,"19,100","19,450","20,890","23,990","27,660",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,"1,920",13.4,1.900,0.67,10.72,"22,290",2.9,9.17,9.32,9.61,11.44,13.99,"19,080","19,390","19,980","23,800","29,110",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",35-9099,"Food Preparation and Serving Related Workers, All Other",detailed,**,**,**,**,10.85,"22,570",7.5,9.07,9.17,10.17,12.08,14.12,"18,870","19,080","21,160","25,120","29,370",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"27,360",5.1,27.040,0.85,15.08,"31,360",2.7,9.52,10.55,12.83,18.42,23.67,"19,810","21,940","26,700","38,310","49,230",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,"1,040",10.7,1.030,0.85,27.68,"57,570",9.4,14.53,18.30,23.27,34.23,52.82,"30,230","38,070","48,400","71,190","109,870",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,420,19.6,0.413,0.55,24.56,"51,090",3.9,15.20,18.99,23.86,29.45,35.47,"31,620","39,490","49,640","61,250","73,780",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,"15,200",9.6,15.021,0.96,13.50,"28,070",3.3,9.30,10.01,11.46,15.67,21.86,"19,350","20,820","23,840","32,590","45,470",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",37-2012,Maids and Housekeeping Cleaners,detailed,"4,490",8.4,4.441,0.66,15.18,"31,560",4.0,9.79,10.86,13.23,19.09,24.35,"20,360","22,590","27,520","39,710","50,650",,
