Case ID,Trade Name,Legal Name,Backwages,Minimum Wage Backwages,Penalty,EEs Paid in Violation,Minimum Wage Backwages per Employee,Backwages per Employee,Start Date,End Date,State,County,City,Full Address,NAICS2,NAICS3,Industry Subcategory,NAICS3 Industry
1631571,Anytime Fitness,"Full Circle Ventures, LLC",1322.75,657.5,0,4,164,331,10/20/2009,10/20/2011,CA,Alameda County,Pleasanton,3500 Bernal #110 Pleasanton CA 94566,71,713,Fitness and Recreational Sports Centers,"Amusement, Gambling, and Recreation Industries"
1634120,Just Natural Inc.,Just Natural Inc.,1839.01,1095.48,0,4,274,460,10/21/2009,10/20/2011,CA,San Mateo County,Burlingame,1675 Rollins Road Burlingame CA 94010,42,424,General Line Grocery Merchant Wholesalers,"Merchant Wholesalers, Nondurable Goods "
1637065,United Airlines,United Airlines,507.5,507.5,0,5,102,102,10/20/2009,10/19/2011,CA,San Francisco County,San Francisco,P.O. Box 8097 San Francisco CA 94128,48,481,Scheduled Passenger Air Transportation,Air Transportation
1630674,Computerland,"CCT Technologies, Inc.",703,0,0,1,0,703,10/18/2009,10/18/2011,CA,Santa Clara County,San Jose,482 W. SAN CARLOS San Jose CA 95110,81,811,Computer and Office Machine Repair and Maintenance,Repair and Maintenance
1631567,"Providence Place, Inc.",Providence Place Inc.,49768.82,0,0,17,0,2928,10/6/2009,10/16/2011,CA,San Francisco County,San Francisco,2456 Geary Blvd. San Francisco CA 94115,62,623,Nursing Care Facilities,Nursing and Residential Care Facilities
1633279,The Rehabilitation Center of Oakland,"Solnus Eight, LLC",30463.54,0,2057,11,0,2769,2/26/2011,10/14/2011,CA,Alameda County,Oakland,210 40th Street Way Oakland CA 94611,62,623,Nursing Care Facilities,Nursing and Residential Care Facilities
1633281,Marin Landscape Materials,Marin Landscape Materials,30101.83,0,0,10,0,3010,10/16/2009,10/13/2011,CA,Marin County,Novato,7596 Redwood Blvd. Novato CA 94945,44,444,Other Building Material Dealers,Building Material and Garden Equipment and Supplies Dealers 
1631367,Willie Care Home,Willie Care Home,64183.28,10742.96,0,14,767,4585,10/13/2009,10/12/2011,CA,Santa Clara County,Sunnyvale,1194 South Mary Avenue Sunnyvale CA 94087,62,623,Homes for the Elderly,Nursing and Residential Care Facilities
1633259,Mi Pueblo Food Center,Mi Pueblo Food Center,0,0,6200,0,0,0,10/11/2009,10/11/2011,CA,Contra Costa County,Pittsburg,2100 Railroad Avenue Pittsburg CA 94565,44,445,Supermarkets and Other Grocery (except Convenience) Stores,Food and Beverage Stores 
1631372,Progressive Collision Repair,Progressive Collision Repair,1722.87,0,0,11,0,157,2/1/2010,10/6/2011,CA,Santa Clara County,San Jose,790 Chestnut St San Jose CA 95110,81,811,General Automotive Repair,Repair and Maintenance
1631023,"Mirage Landscape, Inc","Mirage Landscape, Inc",21050,0,0,5,0,4210,10/6/2009,10/5/2011,CA,San Mateo County,Redwood City,395 Cerrito Ave Redwood City CA 94061,56,561,Landscaping Services,Administrative and Support Services
1630670,Harkcon,"Harkcon, Inc.",1636.8,0,0,1,0,1637,5/1/2011,9/30/2011,CA,Sonoma County,Petaluma,599 Tomales Road Petaluma CA 94952,54,541,Administrative Management and General Management Consulting Services,"Professional, Scientific, and Technical Services"
1645771,"Bara Infoware, Inc. - Camp Parks Contract",Bara Infoware Inc.,38111.37,0,0,9,0,4235,8/1/2010,9/30/2011,CA,Contra Costa County,San Ramon,"2010 Crow Canyon Place, Suite 100 San Ramon CA 94583",23,236,Commercial and Institutional Building Construction,Construction of Buildings
1630193,"Goodwill Industries of San Francisco, Inc.","Goodwill Industries of San Francisco, Inc.",523.4,0,0,1,0,523,10/1/2009,9/30/2011,CA,Marin County,San Rafael,809 Lincoln Avenue San Rafael CA 94901,44,448,Other Clothing Stores,Clothing and Clothing Accessories Stores 
1632121,Jungle Communications Inc.,Jungle Communications Inc.,1982.38,0,0,1,0,1982,9/29/2010,9/29/2011,CA,San Francisco County,San Francisco,8 California Street #701 San Francisco CA 94111,54,541,Translation and Interpretation Services,"Professional, Scientific, and Technical Services"
1632118,Golden Gate Fields,Pacific Racing Association,11610.18,0,0,44,0,264,9/29/2009,9/28/2011,CA,Alameda County,Berkeley,1100 Eastshore HIghway Berkeley CA 94710,11,112,Horses and Other Equine Production,Animal Production and Aquaculture
1631484,Maxwell's Restaurant,Maxwell's inc.,14893.42,14893.42,0,34,438,438,9/22/2009,9/21/2011,CA,Alameda County,Oakland,341 13th Street Oakland CA 94612,72,722,Drinking Places (Alcoholic Beverages),Food Services and Drinking Places
1630691,"Questivity, Inc.","Questivity, Inc.",36853.89,0,0,3,0,12285,9/20/2009,9/19/2011,CA,Santa Clara County,Santa Clara,"1680 Civic Center Dr # E, Santa Clara CA 95050",54,541,Computer Systems Design and Related Services,"Professional, Scientific, and Technical Services"
1645774,"Bara Infoware, Inc. - Coast Guard",Bara Infoware,7487.74,0,0,2,0,3744,11/1/2009,9/18/2011,CA,Contra Costa County,San Ramon,"2010 Crow Canyon Place, Suite 100 San Ramon CA 94583",23,236,Nonresidential Building Construction,Construction of Buildings
1653866,Charmane  Cardona,Charmane Cardona for Alinadale M. Fontanilla,9815.5,0,0,1,0,9816,4/25/2010,9/18/2011,CA,San Francisco County,San Francisco,1967- 44th Avenue San Francisco CA 94116,62,623,Homes for the Elderly,Nursing and Residential Care Facilities
1630186,UPS Freight,"United Postal Services, Inc.",586.8,0,0,1,0,587,9/19/2009,9/17/2011,CA,Alameda County,San Leandro,3050 Teagarden St San Leandro CA 94577,49,492,Couriers and Express Delivery Services,Couriers and Messengers
1621765,"Martinelli Vineyards Management, Inc","Martinelli Vineyards Management, Inc.",0,0,7500,0,0,0,5/9/2011,9/13/2011,CA,Sonoma County,Windsor,3360 River Road Windsor CA 95492,33,333,"Agriculture, Construction, and Mining Machinery Manufacturing",Machinery Manufacturing
1629980,CITY LIQUOR,Thind Corporation,8556.5,3436.5,0,2,1718,4278,9/13/2009,9/13/2011,CA,Alameda County,San Leandro,1411 165th Avenue San Leandro CA 94578,44,445,"Beer, Wine, and Liquor Stores",Food and Beverage Stores 
1624861,Lightening Foods,"Delightful Foods, Inc.",3100,0,0,1,0,3100,1/3/2011,9/9/2011,CA,San Francisco County,San Francisco,98 Mission/ 1 Market Street San Francisco CA 94105,44,445,Supermarkets and Other Grocery (except Convenience) Stores,Food and Beverage Stores 
1628641,Chilton Auto Body,"Chilton Auto Body, Inc.",167.16,0,0,1,0,167,9/10/2009,9/9/2011,CA,San Mateo County,Burlingame,1028 Carolan Avenue Burlingame CA 94010,81,811,"Automotive Body, Paint, Interior, and Glass Repair",Repair and Maintenance
1628898,AmericaEd Learning Center,AmericaEd Learning Center,10416.3,0,0,8,0,1302,9/10/2009,9/9/2011,CA,Santa Clara County,San Jose,762 Sunset Glen Drive San Jose CA 95123,62,624,Child Day Care Services,Social Assistance
1629795,R. Rossi Farms,R. Rossi Co.,12911,0,19900,18,0,717,9/10/2009,9/9/2011,CA,San Mateo County,Pescadero,7380 Cabrillo Highway Pescadero CA 94060,11,111,Vegetable and Melon Farming,Crop Production
1628901,A Heavenly Care Home,A Heavenly Care Home,5332.56,4072.56,0,3,1358,1778,9/8/2009,9/7/2011,CA,Santa Clara County,San Jose,259 Checkers Drive San Jose CA 95116,62,623,Homes for the Elderly,Nursing and Residential Care Facilities
1629976,Muzzi Ranch Inc.,Muzzi Ranch Inc.,22000,0,5300,44,0,500,9/8/2009,9/7/2011,CA,San Mateo County,Pescadero,7830 Pigeon Point Road Pescadero CA 94060,11,111,Vegetable and Melon Farming,Crop Production
1641319,Fahy Tree Service,Fahy Tree Service,313.44,0,0,7,0,45,9/7/2009,9/6/2011,CA,Marin County,San Rafael,19 Ranch Road San Rafael CA 94901,11,113,Timber Tract Operations,Forestry and Logging
1628721,Fahy Tree Service,Fahy Tree Service,27102.53,0,0,12,0,2259,9/7/2009,9/6/2011,CA,Marin County,San Rafael,19 Ranch Rd. San Rafael CA 94901,23,238,Site Preparation Contractors,Specialty Trade Contractors
1628722,Siemens Water Technologies,Siemens Industry Inc.,1908.29,0,0,6,0,318,9/7/2009,9/6/2011,CA,Santa Clara County,Milpitas,960 Ames Avenue Milpitas CA 95035,22,221,Water Supply and Irrigation Systems,Utilities 
1641318,Fahy Tree Service,Fahy Tree Service,208.6,0,0,5,0,42,9/7/2009,9/6/2011,CA,Marin County,San Rafael,19 Ranch Road San Rafael CA 94901,11,113,Timber Tract Operations,Forestry and Logging
1625106,Synarc,"Synarc, Inc",33377.15,0,0,50,0,668,9/4/2009,9/3/2011,CA,Alameda County,Newark,"7707 Gateway Blvd., 3rd. floor Newark CA 94560",56,561,All Other Support Services,Administrative and Support Services
1674546,Electric Power On,Electric Power On inc.,9611.52,0,0,4,0,2403,8/5/2011,9/2/2011,CA,San Francisco County,San Francisco,5818 Mission St San Francisco CA 94112,23,236,Commercial and Institutional Building Construction,Construction of Buildings
1625720,"VIP Motors, Inc.",Brian Shisler,671.77,671.77,0,1,672,672,9/1/2009,8/31/2011,CA,Santa Clara County,Santa Clara,2025 El Camino Real Santa Clara CA 95050,44,441,Used Car Dealers,Motor Vehicle and Parts Dealers 
1628116,William O'Neill Lath and Plastering Corporati,William O'Neill Lath and Plastering Corporati,9162.95,0,0,10,0,916,8/31/2009,8/30/2011,CA,Santa Clara County,Sunnyvale,520 E. Weddell Drive Sunnyvale CA 94089,23,238,Drywall and Insulation Contractors,Specialty Trade Contractors
1628235,3Natividad,Midas,2800,0,0,1,0,2800,8/27/2009,8/26/2011,CA,Contra Costa County,Antioch,1200 Auto Center Drive Antioch CA 94509,81,811,General Automotive Repair,Repair and Maintenance
1627767,Action Day Nursery,Action Day Nurseries Inc,33.65,0,0,5,0,7,8/25/2009,8/24/2011,CA,Santa Clara County,San Jose,2146 Lincoln Avenue San Jose CA 95125,62,623,Nursing Care Facilities,Nursing and Residential Care Facilities
1623275,OK Corral Western & Work Wear.,Juan Mora DBA OK Corral,6262.42,0,308,1,0,6262,8/23/2009,8/22/2011,CA,San Francisco County,San Francisco,2521 Mission Street San Francisco CA 94110,44,448,Family Clothing Stores,Clothing and Clothing Accessories Stores 
1631363,"D.H. Smith Company, Inc.","D.H. Smith Company, Inc.",9622.5,0,0,8,0,1203,5/1/2011,8/21/2011,CA,Santa Clara County,San Jose,2090 Mount Pleasant Road San Jose CA 95148,23,238,"Other Foundation, Structure, and Building Exterior Contractors",Specialty Trade Contractors
1628255,"Shippers Transport Express, Inc.","Shippers Transport Express, Inc",94293.61,94293.61,0,38,2481,2481,8/20/2009,8/19/2011,CA,Alameda County,Oakland,555 Maritime Street Oakland CA 94607,48,484,"General Freight Trucking, Long-Distance",Truck Transportation
1610906,"AG Schmidt, Inc.","AG Schmidt, Inc.",35000,0,900,1,0,35000,10/1/2008,8/17/2011,CA,Contra Costa County,Concord,"4415 Cowell Road, Suite 200D Concord CA 94520",54,541,Drafting Services,"Professional, Scientific, and Technical Services"
1627729,New King Tin Restaurant,Ming Cheong Corporation,57448.57,56956.98,0,13,4381,4419,8/17/2009,8/16/2011,CA,San Francisco County,San Francisco,826 Washington Street San Francisco CA 94108,72,722,Full-Service Restaurants,Food Services and Drinking Places
1626491,"North Valley Residential Care Home, Inc.","North Valley Group Home 1, Inc.",45848.18,16170,0,6,2695,7641,8/17/2009,8/16/2011,CA,Santa Clara County,Santa Clara,3578 Dinny Street Santa Clara CA 95054,62,623,"Residential Mental Retardation, Mental Health and Substance Abuse Facilities",Nursing and Residential Care Facilities
1625096,Project Sentinel,"Project Sentinel, Inc",34767.74,425.94,495,25,17,1391,8/14/2009,8/13/2011,CA,San Mateo County,Redwood City,525 Middlefield Rd Redwood City CA 94063,92,925,Administration of Urban Planning and Community and Rural Development,"Administration of Housing Programs, Urban Planning, and Community Development "
1624263,Scientific & Commercial Systems Corporation,Scientific & Commerical Systems Corporation,6417.73,0,0,6,0,1070,8/12/2009,8/12/2011,CA,Santa Clara County,Mountain View,Moffett Field Mountain View CA 94043,92,921,Other General Government Support,"Executive, Legislative, and Other General Government Support "
1626493,Blu Cafe & Blu Restaurant,"CA Cafe Services, Inc",578.95,362.5,0,4,91,145,7/1/2010,8/11/2011,CA,San Francisco County,San Francisco,"747 Market St., 4th floor San Francisco CA 94103",72,722,Full-Service Restaurants,Food Services and Drinking Places
1628111,"IDC Technologies, Inc.","IDC Technologies, Inc.",7308,0,0,1,0,7308,8/12/2010,8/11/2011,CA,Santa Clara County,Milpitas,"1851 McCarthy Blvd, Suite 116 Milpitas CA 95035",54,541,Computer Systems Design and Related Services,"Professional, Scientific, and Technical Services"
1618511,Taqueria Las Vegas- Milpitas,Taqueria Las Vegas-Milpitas,11137.27,0,0,9,0,1237,8/5/2009,8/4/2011,CA,Santa Clara County,Milpitas,1417 N. Milpitas Blvd. Milpitas CA 95035,72,722,Full-Service Restaurants,Food Services and Drinking Places
1625270,"Instone Marble and Granite, LLC","Instone  Marble and Granite, LLC",29901.52,0,0,16,0,1869,8/5/2009,8/4/2011,CA,Alameda County,San Leandro,1629 Dolittle Drive San Leandro CA 94577,23,238,All Other Specialty Trade Contractors,Specialty Trade Contractors
1620738,Outspark Inc.,Outspark,3792.01,3172.65,0,7,453,542,8/1/2009,7/31/2011,CA,San Francisco County,San Francisco,660 3rd St  Suite 302 San Francisco CA 94107,54,541,Other Computer Related Services,"Professional, Scientific, and Technical Services"
1623333,Fix It Automotive,Mr. Fix-It Auto Service Center,4364.1,0,0,2,0,2182,10/1/2009,7/28/2011,CA,Contra Costa County,Antioch,2201 West 10th. St. Antioch CA 94509,81,811,General Automotive Repair,Repair and Maintenance
1625273,The Base Studio,"Oshea's Computer Consultants, Inc",52149.59,0,0,60,0,869,7/29/2009,7/28/2011,CA,San Mateo County,San Mateo,1180 Chest Drive San Mateo CA 94404,32,325,All Other Chemical Product and Preparation Manufacturing,Chemical Manufacturing
1622066,"California Wine Transport, Inc.","California Wine Transport, Inc.",5742.79,0,0,3,0,1914,7/28/2009,7/27/2011,CA,Santa Clara County,San Jose,930 Mclaughlin Ave San Jose CA 95122,48,484,Specialized Freight Trucking,Truck Transportation
1625103,Sandidge / Nibbi Joint Venture,Sandidge / Nibbi Joint Venture,16827.36,235.36,0,1,235,16827,7/27/2009,7/26/2011,CA,San Francisco County,San Francisco,180 Hubble St San Francisco CA 94107,23,236,Commercial and Institutional Building Construction,Construction of Buildings
1624493,Baytech Web Design,"Baytech Webs, Inc.",3178.58,73.62,0,26,3,122,7/22/2009,7/21/2011,CA,Santa Clara County,San Jose,1762 Technology Drive #106 San Jose CA 95110,51,516,Internet Publishing and Broadcasting,State and Local Government
1623696,Louis Millhollin Jr. Insurance Agency,Louis Millhollin Jr. Insurance Agency,230.06,0,0,1,0,230,7/12/2009,7/11/2011,CA,Contra Costa County,Pinole,2200 Pear Street Pinole CA 94564,52,524,Insurance Agencies and Brokerages,Insurance Carriers and Related Activities
1623557,Salesforce.com,Salesforce.com,11008.6,0,0,2,0,5504,7/13/2009,7/10/2011,CA,San Francisco County,San Francisco,"One Market, Suite 300 San Francisco CA 94105",44,443,Computer and Software Stores,Electronics and Appliance Stores 
1624120,UCSF Medical Center,UCSF Medical Center,1934.45,0,0,3,0,645,7/10/2009,7/9/2011,CA,San Francisco County,San Francisco,Mount Zion Hospital San Francisco CA 94143,62,622,General Medical and Surgical Hospitals,Hospitals
1623377,Gulliver Restaurant,"Ace Foods, Inc.",10335.32,9028.25,0,19,475,544,1/1/2010,7/4/2011,CA,San Mateo County,Burlingame,1699 Old Bayshore Hwy Burlingame CA 94010,72,722,Full-Service Restaurants,Food Services and Drinking Places
1624635,"Frontier Contracting, Inc.","Frontier Contracting, Inc.",266676.9,0,0,21,0,12699,7/1/2010,7/3/2011,CA,Napa County,Napa,1025 Kaiser Road Napa CA 94558,23,236,Commercial and Institutional Building Construction,Construction of Buildings
1623331,Wells Fargo Bank,Wells Fargo & Company,3484.64,0,1100,5,0,697,7/4/2009,7/2/2011,CA,Contra Costa County,Hercules,1572 Sycamore Drive Hercules CA 94547,52,521,Monetary Authorities-Central Bank,Monetary Authorities-Central Bank
1624308,Calistoga Joint Unified School District,Calistoga Joint Unified School District,1042.65,0,0,1,0,1043,11/7/2009,7/2/2011,CA,Napa County,Calistoga,1520 Lake St. Calistoga CA 94515,97,974,Local School Boards or Districts,State and Local Government
1620931,"Exploration Geoservices, Inc","Exploration Geoservices, Inc",857.45,0,0,2,0,429,7/28/2009,7/1/2011,CA,Santa Clara County,San Jose,1535 Industrial Avenue San Jose CA 95112,23,237,Other Heavy and Civil Engineering Construction,Heavy and Civil Engineering Construction
1620739,Check Point Software Technologies,"Check Point Software Technologies, Inc",81945.66,0,0,20,0,4097,7/2/2009,7/1/2011,CA,San Mateo County,Redwood City,800 Bridge Parkway Redwood City CA 94065,54,541,Other Computer Related Services,"Professional, Scientific, and Technical Services"
1623239,"Energy Wise America, Inc.","Energy Wise America, Inc.",2742.95,0,0,8,0,343,7/1/2009,6/30/2011,CA,Marin County,San Rafael,"4340 Redwood Hwy, Suite 50 San Rafael CA 94903",23,238,"Plumbing, Heating, and Air-Conditioning Contractors",Specialty Trade Contractors
1615268,A-1 Sandwich Company,A-1 Sandwich Inc.,106109.99,68180.35,0,47,1451,2258,7/4/2009,6/30/2011,CA,San Mateo County,South San Francisco,429 Cabot Road South San Francisco CA 94080,72,722,Limited-Service Restaurants,Food Services and Drinking Places
1623332,Law Room,LawRoom.com,869.21,0,0,7,0,124,7/1/2009,6/30/2011,CA,Contra Costa County,Walnut Creek,1255 Treat Blvd Suite 530 Walnut Creek CA 94596,54,541,Other Legal Services,"Professional, Scientific, and Technical Services"
1620736,Innovative Construction Solutions - Norcal,Innovative Construction Solutions - Norcal,10627.44,0,0,3,0,3542,7/1/2009,6/30/2011,CA,Alameda County,Oakland,4721 Tidewater Ave Ste. D Oakland CA 94601,23,237,Other Heavy and Civil Engineering Construction,Heavy and Civil Engineering Construction
1626095,ICS-NorCal,Innovative Construction Solutions-NorCal,23345.16,0,0,14,0,1668,7/1/2009,6/30/2011,CA,Alameda County,Oakland,4721 Tidewater Ave Suite D Oakland CA 94601,23,237,Other Heavy and Civil Engineering Construction,Heavy and Civil Engineering Construction
1621626,Dawnview Care Home,J and D Associates,73610.04,32973.04,0,25,1319,2944,6/29/2009,6/28/2011,CA,Santa Clara County,San Jose,18690 Rosalind Lane San Jose CA 95120,62,623,Other Residential Care Facilities,Nursing and Residential Care Facilities
1614299,Hitachi Consulting Software Services,Hitachi Consulting Software Services,5515.92,0,0,1,0,5516,2/14/2011,6/21/2011,CA,Alameda County,Newark,"7979 Gateway Blvd., Suite 222 Newark CA 94560",54,541,Custom Computer Programming Services,"Professional, Scientific, and Technical Services"
1620493,Mt. Diablo Healthcare District,Mt. Diablo Healthcare District,1104,1104,0,1,1104,1104,6/16/2009,6/15/2011,CA,Contra Costa County,Concord,"1800 Sutter, Suite 385 Concord CA 94520",98,989,Other Local Governmental Facilities,State and Local Government
1617935,Lucky Star Massage,Xue Fen Xie,11804.14,1995.87,0,2,998,5902,6/7/2009,6/6/2011,CA,Alameda County,Fremont,3667 Thornton Avenue Fremont CA 94536,81,812,All Other Personal Services,Personal and Laundry Services
1608922,Cypress Private Security,"Cypress Private Security, Inc.",84697.05,0,0,10,0,8470,6/6/2009,6/4/2011,CA,San Francisco County,San Francisco,452 Tehama Street San Francisco CA 94103,56,561,Security Guards and Patrol Services,Administrative and Support Services
1617174,KOFY TV,KBWB Incorporated,17258.95,0,0,14,0,1233,5/27/2009,5/26/2011,CA,San Francisco County,San Francisco,2500 Marin St. San Francisco CA 94124,51,515,Radio and Television Broadcasting,Broadcasting (except Internet)
1618797,Pitney Bowes,Pitney Bowes Inc.,12013.13,0,0,1,0,12013,5/24/2009,5/24/2011,CA,Alameda County,Pleasanton,"4309 Hacienda Drive, #180 Pleasanton CA 94588",56,561,Private Mail Centers,Administrative and Support Services
1617169,JOLLIBEE,Honeybee Food Corp,499.22,0,0,2,0,250,5/25/2009,5/24/2011,CA,San Mateo County,San Bruno,1150 El Camino Real San Bruno CA 94066,72,722,"Cafeterias, Grill Buffets, and Buffets",Food Services and Drinking Places
1599020,TRC Solutions,"TRC Engineering Services, Inc.",2181.46,0,0,2,0,1091,5/20/2009,5/19/2011,CA,Contra Costa County,Concord,"1590 Solano Way, Suite A Concord CA 94520",54,541,"Architectural, Engineering, and Related Services","Professional, Scientific, and Technical Services"
1617958,Scolari's Restaurant,"Scolari's Restaurant, Inc.",571.14,0,0,1,0,571,7/1/2010,5/16/2011,CA,Alameda County,Alameda,1303  Park Street Alameda CA 94501,72,722,Full-Service Restaurants,Food Services and Drinking Places
1617205,Silkroute,Silkroute Corporation,754.87,0,0,2,0,377,5/13/2009,5/12/2011,CA,Alameda County,San Leandro,2501 Davis St San Leandro CA 94577,42,423,Home Furnishing Merchant Wholesalers,"Merchant Wholesalers, Durable Goods "
1614809,"Oracle, formerly RightNow Technologies","Oracle, formerly RightNow Technologies",20774.86,0,0,17,0,1222,5/11/2009,5/10/2011,CA,San Mateo County,San Mateo,999 Baker Way San Mateo CA 94404,54,541,Other Computer Related Services,"Professional, Scientific, and Technical Services"
1617508,Norbel Residential Care Facility,Norbel Residential Care Facility,39196,17124,0,4,4281,9799,5/3/2009,5/2/2011,CA,Santa Clara County,San Jose,1204 Isengard Drive San Jose CA 95121,62,623,Other Residential Care Facilities,Nursing and Residential Care Facilities
1614787,Salesforce .com Foundation,Salesforce.com Foundation,127.6,0,0,1,0,128,5/3/2009,4/30/2011,CA,San Francisco County,San Francisco,123 Mission Street 21st Floor San Francisco CA 94105,45,454,Electronic Shopping,Nonstore Retailers 
1599196,"LORICO TRANSPORT SERVICE, INC.",R Lorico Trucking LLC,20085.16,0,0,6,0,3348,5/1/2009,4/30/2011,CA,Monterey County,Salinas,P.O. Box 4627 Salinas CA 93912,48,484,"Specialized Freight (except Used Goods) Trucking, Local",Truck Transportation
1613644,7-Eleven,7-11 Stores,7543.92,0,0,4,0,1886,4/30/2009,4/29/2011,CA,Alameda County,Fremont,190 Washington Blvd Fremont CA 94539,44,445,Convenience Stores,Food and Beverage Stores 
1616740,"Subway Store 43194, Inc.","Subway Store 43194, Inc.",140.98,0,0,2,0,70,4/30/2009,4/29/2011,CA,Santa Clara County,San Jose,1876 Curtner Ave #125 San Jose CA 95124,72,722,Full-Service Restaurants,Food Services and Drinking Places
1614852,D. H. Smith Company,"D.H. Smith Company, Inc.",96163.33,0,0,122,0,788,4/27/2009,4/26/2011,CA,Santa Clara County,San Jose,PO Box 730189 San Jose CA 95173,23,238,"Other Foundation, Structure, and Building Exterior Contractors",Specialty Trade Contractors
1614379,"Concentric Medical, Inc.","Concentric Medical, Inc.",4731.03,0,0,1,0,4731,4/27/2009,4/26/2011,CA,Santa Clara County,Mountain View,301 E. Evelyn Avebue Mountain View CA 94041,62,621,Medical Laboratories,Ambulatory Health Care Services
1610492,"George's Market, Inc.","George's Market, Inc.",70.68,70.68,0,1,71,71,4/21/2009,4/20/2011,CA,San Francisco County,San Francisco,702 14th. St. San Francisco CA 94114,44,445,Convenience Stores,Food and Beverage Stores 
1615454,"I & T Fashion, Inc.","I & T Fashion, Inc.",5889.24,1057,0,14,76,421,4/17/2009,4/18/2011,CA,San Francisco County,San Francisco,"1019 Market Street, 2nd Floor San Francisco CA 94103",31,315,Cut and Sew Apparel Contractors,Apparel Manufacturing
1615455,"Tam's Fashion, Inc.","Tam's Fashion, Inc.",13005,0,0,5,0,2601,4/19/2009,4/18/2011,CA,San Francisco County,San Francisco,"1019 Market Street, 3rd Floor San Francisco CA 94103",31,315,"Women's, Girls', and Infants' Cut and Sew Apparel Contractors",Apparel Manufacturing
1615456,BONTON S.F. INC.,BONTON S.F. INC.,1630.66,0,0,9,0,181,4/19/2009,4/18/2011,CA,San Francisco County,San Francisco,"550 Jesse Street, Suite 102B San Francisco CA 94103",42,424,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers","Merchant Wholesalers, Nondurable Goods "
1615452,"National Apparel, LLC","National Apparel, LLC",10043.17,175.81,0,14,13,717,4/20/2009,4/17/2011,CA,San Francisco County,San Francisco,"1061 Market Street, Suite 301 San Francisco CA 94103",31,315,"Women's, Girls', and Infants' Cut and Sew Apparel Contractors",Apparel Manufacturing
1613707,7-Eleven,7-Eleven,239.37,0,0,2,0,120,4/16/2009,4/15/2011,CA,Santa Clara County,Milpitas,1838 Milmont Drive Milpitas CA 95035,44,445,Convenience Stores,Food and Beverage Stores 
1615751,"Premium Packing, Inc.","Premium Packing, Inc.",0,0,400,0,0,0,3/12/2011,4/14/2011,CA,Monterey County,Salinas,449 Harrison Rd. Salinas CA 93912,11,115,Farm Labor Contractors and Crew Leaders,Support Activities for Agriculture and Forestry
1617273,Las Morenitas Super Market LLC,Las Morenitas Super Market,1904,0,0,4,0,476,4/1/2010,4/14/2011,CA,Alameda County,Oakland,3319 Foothill Blvd. Oakland CA 94601,44,445,Supermarkets and Other Grocery (except Convenience) Stores,Food and Beverage Stores 
1614143,High Five Pizza Co.,High Five Pizza Co.,6397.79,0,0,3,0,2133,4/14/2009,4/13/2011,CA,Santa Clara County,San Jose,171 Branham Lane San Jose CA 95126,72,722,Full-Service Restaurants,Food Services and Drinking Places
1624577,Mi Pueblo,"Mi Pueblo San Jose, Inc.",22782.81,0,11270,91,0,250,4/1/2009,4/12/2011,CA,Santa Clara County,San Jose,1745 Story Road San Jose CA 95122,44,445,Supermarkets and Other Grocery (except Convenience) Stores,Food and Beverage Stores 
1614380,Twist Bistro,"Twist F and B, Inc",4981.65,0,0,3,0,1661,4/13/2009,4/12/2011,CA,Santa Clara County,Campbell,247 E. Campbell Avenue Campbell CA 95008,72,722,Full-Service Restaurants,Food Services and Drinking Places
1613579,Ambrosia Gardens,Ibrahim & Arellano LLC,7734.55,0,0,10,0,773,4/12/2009,4/11/2011,CA,Santa Clara County,San Jose,1946 Cottle Avenue San Jose CA 95125,62,623,Homes for the Elderly,Nursing and Residential Care Facilities
1613309,Chilton Auto Body Inc.,"Chilton Auto Body, Inc.",9045,0,0,5,0,1809,4/7/2009,4/6/2011,CA,San Mateo County,San Carlos,361 Quarry Road San Carlos CA 94070,81,811,"Automotive Body, Paint, and Interior Repair and Maintenance",Repair and Maintenance
1613060,Poongsan Microtech Corp.,Poongsan CA Branch,19377.68,0,0,2,0,9689,4/6/2009,4/5/2011,CA,Santa Clara County,Santa Clara,3350 Scott Blvd Bldg 6 Santa Clara CA 95054,33,333,Semiconductor Machinery Manufacturing,Machinery Manufacturing
1613307,San Mateo Convalescent Hospital,San Mateo Convalescent Hospital,5640.94,3089.44,0,1,3089,5641,4/5/2009,4/4/2011,CA,San Mateo County,San Mateo,453 North San Mateo Drive San Mateo CA 94401,62,623,Nursing Care Facilities,Nursing and Residential Care Facilities
1613642,7-Eleven,7-Eleven,5296.5,0,0,1,0,5296,4/4/2009,4/3/2011,CA,Alameda County,Fremont,40820 Fremont Blvd Fremont CA 94536,81,813,Civic and Social Organizations,"Religious, Grantmaking, Civic, Professional, and Similar Organizations"
1614802,Optometry Center,The Optomerty Center,499.12,0,0,6,0,83,4/5/2009,4/2/2011,CA,Alameda County,Hayward,1575 B Street Hayward CA 94541,62,621,Offices of Optometrists,Ambulatory Health Care Services
1598820,"Federal Janitorial-STG, LLC","Federal Janitorial-STG, LLC",243,0,0,4,0,61,4/1/2010,3/31/2011,CA,Monterey County,Monterey,4235 Gigling Road Monterey CA 93944,56,561,Janitorial Services,Administrative and Support Services
