,CTYNAME,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,H_MALE,H_FEMALE
245214,Gallatin County,89626,46477,43149,44521,41289,197,130,386,424,535,581,45,40,793,685,1302,1192
245366,Garfield County,1187,610,577,603,569,2,1,1,4,0,1,0,0,4,2,1,2
245518,Glacier County,13431,6562,6869,2033,2181,16,2,4315,4486,9,17,2,0,187,183,122,126
245670,Golden Valley County,883,464,419,450,401,1,2,4,5,4,2,0,0,5,9,18,12
245822,Granite County,3072,1560,1512,1529,1472,1,2,5,8,1,3,0,1,24,26,20,23
245974,Hill County,16147,8151,7996,6121,5847,34,17,1715,1823,31,37,2,8,248,264,182,216
246126,Jefferson County,11393,5804,5589,5589,5329,11,4,78,96,7,32,0,2,119,126,111,115
246278,Judith Basin County,2064,1072,992,1056,975,0,1,8,8,1,1,0,0,7,7,10,14
246430,Lake County,28778,14238,14540,9933,10130,62,42,3193,3249,41,78,10,8,999,1033,506,511
246582,Lewis and Clark County,63605,31394,32211,29673,30517,139,93,678,687,139,218,24,25,741,671,782,836
246734,Liberty County,2355,1133,1222,1120,1197,0,2,2,3,1,2,0,1,10,17,6,2
246886,Lincoln County,19685,9988,9697,9658,9319,22,13,100,99,7,50,4,5,197,211,236,217
247038,McCone County,1737,893,844,880,824,3,1,4,3,0,2,0,0,6,14,5,9
247190,Madison County,7685,3997,3688,3915,3583,5,10,19,20,9,15,1,0,48,60,102,85
247342,Meagher County,1889,963,926,947,904,1,1,2,4,0,6,0,0,13,11,17,14
247494,Mineral County,4218,2188,2030,2083,1929,8,3,37,31,11,21,0,0,49,46,50,30
247646,Missoula County,109455,55032,54423,51271,50624,346,145,1465,1483,529,790,58,62,1363,1319,1433,1499
247798,Musselshell County,4546,2267,2279,2195,2207,6,5,28,29,2,8,1,1,35,29,56,59
247950,Park County,15587,7765,7822,7560,7581,9,12,70,67,13,46,1,6,112,110,160,163
248102,Petroleum County,492,268,224,267,222,0,0,0,0,0,0,0,0,1,2,3,2
248254,Phillips County,4258,2090,2168,1845,1886,1,0,172,193,3,8,1,0,68,81,36,42
248406,Pondera County,6166,2981,3185,2490,2630,3,4,422,461,1,12,0,0,65,78,39,51
248558,Powder River County,1730,874,856,845,818,0,1,16,14,1,2,0,0,12,21,10,14
248710,Powell County,7017,4287,2730,3889,2622,60,11,282,33,13,19,1,1,42,44,83,35
248862,Prairie County,1186,603,583,591,557,0,0,1,1,1,5,0,0,10,20,8,8
249014,Ravalli County,40340,20018,20322,19295,19591,45,38,218,180,76,146,15,10,369,357,569,639
249166,Richland County,9748,5023,4725,4837,4523,9,5,83,86,12,16,1,0,81,95,162,136
249318,Roosevelt County,10443,5148,5295,1855,1890,12,3,3111,3219,22,23,1,1,147,159,74,71
249470,Rosebud County,9249,4677,4572,2911,2790,14,9,1614,1616,13,27,1,2,124,128,180,146
249622,Sanders County,11394,5841,5553,5368,5130,14,3,277,235,8,25,0,1,174,159,112,111
249774,Sheridan County,3371,1686,1685,1621,1606,6,2,18,39,4,9,0,0,37,29,21,28
249926,Silver Bow County,34230,17297,16933,16391,16137,81,36,381,324,83,99,26,9,335,328,636,620
250078,Stillwater County,9116,4679,4437,4556,4309,9,5,40,33,9,20,1,1,64,69,100,109
250230,Sweet Grass County,3623,1830,1793,1789,1726,4,1,6,13,11,14,0,1,20,38,21,34
250382,Teton County,6079,2998,3081,2884,2976,2,1,45,48,4,4,0,1,63,51,36,42
250534,Toole County,5342,2975,2367,2715,2230,25,4,176,74,12,10,2,0,45,49,87,44
250686,Treasure County,720,374,346,361,333,0,0,2,5,0,2,0,0,11,6,17,8
250838,Valley County,7373,3671,3702,3217,3230,14,3,347,374,11,26,3,0,79,69,42,49
250990,Wheatland County,2159,1066,1093,1025,1059,4,3,2,8,5,7,0,0,30,16,19,14
251142,Wibaux County,1005,506,499,499,488,0,0,2,2,2,3,0,0,3,6,4,9
251294,Yellowstone County,148406,72575,75831,66761,69836,637,329,2901,3275,357,593,77,28,1842,1770,3580,3429
251446,Adams County,31338,15590,15748,14886,15133,166,112,132,93,224,237,17,11,165,162,1381,1195
251598,Antelope County,6668,3315,3353,3277,3306,12,7,7,9,8,16,0,0,11,15,94,91
251750,Arthur County,464,229,235,225,226,0,0,1,1,0,1,0,0,3,7,10,8
251902,Banner County,697,355,342,349,339,0,1,2,1,0,0,0,0,4,1,14,12
252054,Blaine County,472,244,228,243,225,0,1,0,0,0,0,0,0,1,2,0,0
252206,Boone County,5502,2754,2748,2720,2717,17,6,5,7,5,6,1,0,6,12,31,36
252358,Box Butte County,11277,5519,5758,5137,5354,37,18,226,243,17,22,1,2,101,119,606,557
252510,Boyd County,2102,1045,1057,1024,1031,2,0,9,7,7,10,0,2,3,7,17,17
252662,Brown County,3149,1537,1612,1520,1584,2,0,7,2,3,4,0,0,5,22,16,14
252814,Buffalo County,46177,22891,23286,21894,22504,292,135,90,92,325,287,19,29,271,239,1795,1676
252966,Burt County,6847,3359,3488,3238,3357,16,15,60,62,4,14,3,3,38,37,58,76
253118,Butler County,8373,4203,4170,4141,4119,19,5,9,6,13,17,0,0,21,23,113,89
253270,Cass County,25263,12681,12582,12396,12261,56,35,51,40,20,70,6,8,152,168,318,290
253422,Cedar County,8818,4483,4335,4439,4294,5,2,11,12,2,5,0,0,26,22,70,46
253574,Chase County,3963,1961,2002,1938,1989,3,2,2,2,2,2,0,0,16,7,236,217
253726,Cherry County,5705,2838,2867,2597,2594,8,4,148,193,8,12,1,0,76,64,61,47
253878,Cheyenne County,9971,4955,5016,4757,4839,12,8,46,36,82,83,2,2,56,48,301,318
254030,Clay County,6545,3275,3270,3190,3173,13,12,32,34,3,10,9,8,28,33,263,252
254182,Colfax County,10537,5440,5097,5087,4817,99,70,162,131,19,20,25,26,48,33,2315,2038
254334,Cuming County,9156,4537,4619,4459,4524,6,7,20,15,7,22,3,3,42,48,407,366
254486,Custer County,10915,5418,5497,5331,5402,25,7,18,25,3,12,1,0,40,51,116,97
254638,Dakota County,21033,10511,10522,9262,9257,389,366,362,403,336,322,33,33,129,141,3936,3571
254790,Dawes County,9174,4540,4634,4064,4235,103,41,175,187,58,47,25,18,115,106,148,160
254942,Dawson County,24335,12288,12047,11351,11256,500,347,222,205,83,88,27,21,105,130,4097,3706
255094,Deuel County,1937,955,982,940,961,0,1,6,9,1,3,0,0,8,8,34,41
255246,Dixon County,5978,2952,3026,2900,2965,15,11,7,17,4,6,6,2,20,25,338,301
255398,Dodge County,36661,17976,18685,17275,18058,167,111,170,155,96,120,73,63,195,178,1985,1739
255550,Douglas County,518664,255001,263663,208913,215004,29643,31998,3038,2808,7089,7339,280,258,6038,6256,30718,27474
255702,Dundy County,2008,1004,1004,977,975,5,2,9,12,0,2,1,3,12,10,62,60
255854,Fillmore County,5876,2881,2995,2834,2928,10,27,15,19,6,9,0,0,16,12,85,97
256006,Franklin County,3232,1616,1616,1585,1592,2,1,6,9,2,2,0,0,21,12,17,18
256158,Frontier County,2756,1403,1353,1388,1336,0,0,3,5,1,3,0,0,11,9,13,22
256310,Furnas County,4952,2429,2523,2380,2479,9,2,11,10,2,8,1,1,26,23,80,50
256462,Gage County,22294,10944,11350,10666,11067,50,26,60,64,43,52,0,4,125,137,198,194
256614,Garden County,2080,1056,1024,1037,1001,4,0,5,8,0,0,0,0,10,15,49,35
256766,Garfield County,2040,997,1043,992,1038,1,1,0,0,0,2,1,0,3,2,5,9
256918,Gosper County,2044,1028,1016,1007,992,3,6,2,2,2,2,0,0,14,14,25,22
257070,Grant County,614,334,280,332,275,0,0,1,0,0,1,0,0,1,4,5,2
257222,Greeley County,2542,1285,1257,1268,1234,7,9,2,2,0,2,0,0,8,10,24,24
257374,Hall County,58814,29421,29393,27279,27591,797,462,488,516,325,349,155,134,377,341,7451,6449
257526,Hamilton County,9120,4574,4546,4520,4496,13,6,7,7,4,13,0,1,30,23,97,89
257678,Harlan County,3417,1715,1702,1700,1678,1,0,6,9,1,6,0,0,7,9,23,22
257830,Hayes County,961,506,455,504,450,0,0,0,2,1,2,0,1,1,0,25,11
257982,Hitchcock County,2896,1435,1461,1410,1434,5,2,5,9,0,3,0,0,15,13,21,22
258134,Holt County,10449,5184,5265,5113,5197,11,7,20,27,11,12,6,4,23,18,150,153
258286,Hooker County,735,346,389,343,385,0,0,1,3,0,0,0,0,2,1,1,7
258438,Howard County,6267,3199,3068,3151,2997,9,6,13,13,4,8,1,1,21,43,52,62
258590,Jefferson County,7516,3704,3812,3634,3743,12,14,14,16,9,11,1,1,34,27,101,99
258742,Johnson County,5220,3016,2204,2629,2144,276,4,58,3,35,42,0,0,18,11,277,159
258894,Kearney County,6485,3184,3301,3126,3248,7,6,18,10,5,8,3,0,25,29,116,124
259046,Keith County,8363,4193,4170,4086,4052,13,12,23,32,17,25,0,0,54,49,244,235
259198,Keya Paha County,821,414,407,410,404,0,0,0,1,1,0,0,0,3,2,3,1
259350,Kimball County,3820,1910,1910,1833,1828,3,3,28,31,9,20,2,0,35,28,134,118
259502,Knox County,8676,4239,4437,3776,3965,3,5,401,387,3,14,2,3,54,63,93,68
259654,Lancaster County,286187,143388,142799,127386,128288,6043,4373,1301,1294,5078,5139,134,115,3446,3590,8926,7978
259806,Lincoln County,36262,17948,18314,17325,17731,157,124,153,135,89,112,11,7,213,205,1374,1235
259958,Logan County,770,387,383,379,380,1,0,6,1,1,0,0,0,0,2,4,11
260110,Loup County,626,324,302,323,301,0,1,1,0,0,0,0,0,0,0,6,7
260262,McPherson County,537,277,260,273,257,2,0,0,0,0,0,0,0,2,3,0,2
260414,Madison County,34935,17378,17557,16470,16680,307,230,274,273,81,118,14,13,232,243,2445,2112
260566,Merrick County,7856,3882,3974,3782,3881,17,8,20,14,23,39,4,2,36,30,155,124
260718,Morrill County,5037,2521,2516,2456,2436,5,6,31,41,8,10,0,0,21,23,355,335
260870,Nance County,3733,1872,1861,1847,1838,4,3,9,5,0,2,0,0,12,13,31,34
261022,Nemaha County,7246,3535,3711,3438,3610,43,22,12,12,10,25,0,2,32,40,72,69
261174,Nuckolls County,4506,2236,2270,2200,2234,5,1,7,3,1,8,0,0,23,24,48,55
261326,Otoe County,15766,7721,8045,7514,7866,55,31,25,24,31,44,13,9,83,71,481,428
261478,Pawnee County,2770,1375,1395,1352,1365,5,4,1,3,2,7,0,0,15,16,19,20
261630,Perkins County,2979,1502,1477,1489,1455,7,10,3,4,2,3,0,0,1,5,49,50
261782,Phelps County,9187,4556,4631,4476,4566,10,4,22,14,6,17,2,2,40,28,208,172
261934,Pierce County,7254,3664,3590,3618,3545,10,7,11,11,2,10,0,0,23,17,56,38
262086,Platte County,32298,16186,16112,15597,15603,119,80,217,162,81,100,27,23,145,144,2358,2137
262238,Polk County,5388,2685,2703,2649,2659,4,6,9,6,2,4,1,1,20,27,86,68
262390,Red Willow County,11052,5494,5558,5325,5442,67,18,31,22,14,24,0,1,57,51,236,229
262542,Richardson County,8362,4125,4237,3892,4018,13,3,133,125,12,18,0,1,75,72,71,49
262694,Rock County,1512,754,758,745,749,1,0,5,4,1,2,0,0,2,3,0,2
262846,Saline County,14225,7156,7069,6751,6722,100,66,79,60,124,117,36,26,66,78,1568,1330
262998,Sarpy County,159755,79439,80316,71761,72425,3568,3127,447,509,1455,2036,113,95,2095,2124,6082,5694
263150,Saunders County,20862,10550,10312,10356,10104,46,27,26,39,32,54,1,0,89,88,226,182
263302,Scotts Bluff County,37074,17880,19194,16826,18211,166,96,509,506,125,133,20,22,234,226,3989,3842
263454,Seward County,16798,8552,8246,8371,8081,43,20,26,26,24,45,2,0,86,74,154,121
263606,Sheridan County,5455,2648,2807,2256,2377,8,4,297,336,6,11,3,7,78,72,91,94
263758,Sherman County,3149,1547,1602,1538,1586,2,1,1,1,3,6,0,0,3,8,18,14
263910,Sioux County,1313,674,639,659,627,1,0,3,5,1,0,0,0,10,7,27,22
264062,Stanton County,6134,3037,3097,2965,3026,25,20,20,17,2,4,1,0,24,30,153,133
264214,Thayer County,5220,2552,2668,2517,2624,4,9,2,6,8,9,0,0,21,20,33,51
264366,Thomas County,650,326,324,322,322,0,1,1,0,1,1,0,0,2,0,8,4
264518,Thurston County,6970,3468,3502,1461,1397,14,4,1926,2051,4,2,2,0,61,48,106,87
264670,Valley County,4263,2110,2153,2086,2122,5,1,2,4,4,9,1,1,12,16,48,36
264822,Washington County,20275,10102,10173,9882,9965,82,52,31,16,25,27,6,8,76,105,225,202
264974,Wayne County,9606,4818,4788,4631,4633,102,40,17,27,20,39,8,5,40,44,201,216
265126,Webster County,3816,1822,1994,1784,1936,8,11,3,5,3,7,5,4,19,31,68,74
265278,Wheeler County,824,413,411,408,406,0,0,1,0,1,3,0,0,3,2,2,4
265430,York County,13654,6662,6992,6485,6750,64,99,24,38,23,45,3,5,63,55,270,284
265582,Churchill County,24804,12495,12309,10878,10539,266,180,569,646,273,449,28,28,481,467,1583,1428
265734,Clark County,1953378,982938,970440,737966,707681,107920,108448,11534,11020,80173,96752,7774,7828,37571,38711,291118,279387
265886,Douglas County,47026,23509,23517,21899,21855,139,74,462,490,325,433,39,46,645,619,2601,2564
266038,Elko County,49076,25529,23547,22912,21053,350,156,1458,1512,233,271,53,41,523,514,5977,5310
266190,Esmeralda County,782,439,343,410,314,0,0,17,16,3,0,0,0,9,13,70,50
266342,Eureka County,1993,1051,942,982,901,6,0,33,20,8,7,0,0,22,14,150,97
266494,Humboldt County,16592,8693,7899,7962,7235,81,31,394,378,65,81,16,17,175,157,2141,1931
266646,Lander County,5784,2925,2859,2717,2633,15,20,136,139,8,16,1,0,48,51,629,592
266798,Lincoln County,5358,2890,2468,2651,2347,120,14,37,29,16,24,9,7,57,47,212,123
266950,Lyon County,52070,26242,25828,24039,23438,299,174,762,841,289,491,78,74,775,810,3933,3769
267102,Mineral County,4771,2349,2422,1765,1781,118,95,345,408,19,44,1,5,101,89,217,226
267254,Nye County,43856,22157,21699,20226,19731,533,410,413,418,211,400,118,121,656,619,3131,2851
267406,Pershing County,6745,4265,2480,3736,2230,253,9,131,129,66,25,4,7,75,80,988,520
267558,Storey County,3995,2040,1955,1907,1816,27,16,37,29,28,44,5,10,36,40,120,106
267710,Washoe County,422135,213018,209117,184628,179672,5870,4753,4343,4421,10474,12436,1463,1417,6240,6418,48234,45890
267862,White Pine County,10045,5694,4351,4939,3950,374,24,230,207,43,55,4,7,104,108,848,498
268014,Carson City,55030,28513,26517,25533,24212,901,210,726,714,588,635,74,62,691,684,6264,5530
268166,Belknap County,60118,29502,30616,28581,29656,166,128,76,62,336,382,7,7,336,381,359,370
268318,Carroll County,47821,23697,24124,23157,23558,97,51,69,69,114,194,5,4,255,248,231,254
268470,Cheshire County,76938,37482,39456,36184,38155,244,171,105,95,434,515,10,9,505,511,547,549
268622,Coos County,32980,16768,16212,16302,15786,114,39,66,61,62,115,0,1,224,210,247,160
268774,Grafton County,89104,44076,45028,41502,42203,451,436,163,171,1286,1427,11,8,663,783,799,807
268926,Hillsborough County,401016,198291,202725,182675,187635,5103,4237,638,587,6488,6798,131,126,3256,3342,10754,10550
269078,Merrimack County,146430,72087,74343,68956,71205,936,668,208,193,1081,1291,21,26,885,960,1157,1213
269230,Rockingham County,295333,145949,149384,140240,143639,1230,919,276,246,2303,2728,53,70,1847,1782,3049,3142
269382,Strafford County,123219,60046,63173,56384,59714,818,517,172,140,1567,1714,27,23,1078,1065,1125,1135
269534,Sullivan County,43749,21631,22118,21042,21504,103,86,68,64,122,167,3,2,293,295,253,244
269686,Atlantic County,274761,133266,141495,96553,101013,22301,25251,935,871,10322,11077,94,88,3061,3195,23574,22961
269838,Bergen County,906895,436940,469955,336324,358412,26715,31472,1799,1597,64239,70379,273,296,7590,7799,71581,75482
269990,Burlington County,449218,220740,228478,166409,172660,38587,38776,690,558,9460,10627,141,153,5453,5704,15420,13731
270142,Camden County,513594,247748,265846,178177,186819,49857,57788,1484,1477,13057,14025,226,228,4947,5509,36852,36688
270294,Cape May County,97263,47284,49979,43413,46223,2501,2362,148,136,393,482,32,25,797,751,3284,2848
270446,Cumberland County,157155,80964,76191,57539,57079,19093,14815,1293,1183,1026,1078,85,81,1928,1955,22780,19948
270598,Essex County,784597,376406,408191,194391,197931,153822,179981,2633,2515,17936,19545,477,457,7147,7762,81603,78568
270750,Gloucester County,288701,140189,148512,119522,125471,14043,15817,306,290,3699,4141,82,63,2537,2730,7063,6779
270902,Hudson County,636317,314920,321397,212986,214421,45238,50899,3901,3530,44963,44548,564,573,7268,7426,132437,136991
271054,Hunterdon County,127342,63198,64144,58543,59639,1763,1413,125,99,2013,2284,22,22,732,687,3582,3057
271206,Mercer County,367959,180107,187852,121742,124846,36798,40824,1226,941,16544,17331,369,293,3428,3617,30100,25641
271358,Middlesex County,811249,398194,413055,258064,268042,40696,44818,2564,2312,89145,90091,391,427,7334,7365,75061,74983
271510,Monmouth County,630677,306760,323917,262813,275599,22493,25699,989,870,15479,16680,164,144,4822,4925,31692,29524
271662,Morris County,492793,241282,251511,207026,215246,7856,8451,707,650,21924,23303,86,77,3683,3784,28980,27921
271814,Ocean County,577643,276858,300785,258680,280998,9271,9976,879,711,4739,5718,99,93,3190,3289,24830,23326
271966,Passaic County,502273,243674,258599,187435,195345,33873,39743,3673,3590,12863,13832,397,446,5433,5643,92514,94345
272118,Salem County,65998,32105,33893,26607,27699,4451,5072,191,131,256,329,9,8,591,654,2379,2165
272270,Somerset County,324170,157983,166187,117389,122484,14342,16105,468,426,22885,24149,84,100,2815,2923,21792,20702
272422,Sussex County,148815,73837,74978,69978,71002,1474,1349,164,140,1247,1462,20,24,954,1001,4778,4872
272574,Union County,537770,260646,277124,184249,189674,57346,67118,1918,1738,12511,13565,232,238,4390,4791,74919,73049
272726,Warren County,108691,52832,55859,48629,51519,1970,2030,100,94,1369,1429,43,28,721,759,3870,3859
272878,Bernalillo County,664117,325207,338910,278251,290265,11973,10612,17563,19236,7862,9082,579,529,8979,9186,156056,162436
273030,Catron County,3734,1956,1778,1841,1668,8,8,52,53,2,6,0,0,53,43,396,316
273182,Chaves County,65746,32527,33219,30163,30938,866,802,668,590,262,279,71,57,497,553,17116,17195
273334,Cibola County,27313,13821,13492,7888,6924,157,164,5410,6044,72,90,15,16,279,254,5507,4503
273486,Colfax County,13735,6991,6744,6605,6455,63,25,166,101,20,30,9,12,128,121,3334,3152
273638,Curry County,48959,24654,24305,21376,21059,1818,1647,471,478,318,406,42,43,629,672,9708,9594
273790,De Baca County,2018,986,1032,939,993,1,1,10,8,1,2,0,0,35,28,387,385
273942,Doña Ana County,210202,103104,107098,95333,99467,2429,1924,2307,2297,1180,1404,179,179,1676,1827,66952,71366
274094,Eddy County,53907,26937,26970,25207,25358,514,391,606,579,179,234,24,25,407,383,11919,11930
274246,Grant County,29398,14436,14962,13645,14221,185,95,237,264,69,74,15,12,285,296,6956,7253
274398,Guadalupe County,4693,2653,2040,2420,1936,81,9,72,42,30,33,0,0,50,20,2043,1687
274550,Harding County,687,359,328,350,321,1,1,6,4,0,0,0,0,2,2,161,137
274702,Hidalgo County,4854,2441,2413,2357,2324,14,29,29,22,12,12,2,2,27,24,1395,1349
274854,Lea County,64625,32965,31660,30189,29271,1526,1315,574,473,190,179,36,26,450,396,17200,15898
275006,Lincoln County,20463,10045,10418,9526,9836,76,82,262,291,35,50,24,18,122,141,3010,3092
275158,Los Alamos County,18012,9069,8943,8177,8068,63,39,94,84,536,557,7,7,192,188,1268,1400
275310,Luna County,25109,12507,12602,11858,11913,174,164,249,259,68,75,17,22,141,169,7677,7817
275462,McKinley County,71753,34713,37040,6829,6921,238,204,26549,28682,275,353,15,21,807,859,4830,4771
275614,Mora County,4884,2507,2377,2380,2255,23,25,63,59,10,9,0,1,31,28,2050,1898
275766,Otero County,64354,32519,31835,27588,26820,1337,1155,2230,2353,294,539,106,104,964,864,10937,11316
275918,Quay County,9065,4470,4595,4176,4318,69,57,92,82,49,51,2,3,82,84,1904,1959
276070,Rio Arriba County,40307,19915,20392,15790,15971,158,134,3507,3802,103,112,46,35,311,338,14371,14422
276222,Roosevelt County,20014,10088,9926,9348,9295,255,161,189,184,105,113,11,7,180,166,4129,3876
276374,Sandoval County,132351,64711,67640,51727,53740,1672,1530,8606,9221,895,1258,117,125,1694,1766,22730,23912
276526,San Juan County,130140,64585,65555,38116,38510,546,360,23971,24736,257,325,56,40,1639,1584,12667,12196
276678,San Miguel County,29401,14653,14748,13585,13665,280,226,365,413,143,153,32,21,248,270,11346,11261
276830,Santa Fe County,144462,70399,74063,64432,68010,859,631,2822,2831,826,1042,133,135,1327,1414,36732,36516
276982,Sierra County,12023,6060,5963,5724,5627,29,24,137,128,24,31,1,3,145,150,1708,1675
277134,Socorro County,17809,9132,8677,7656,7220,123,76,1030,1117,149,104,8,10,166,150,4328,4321
277286,Taos County,32904,16210,16694,14345,14820,113,98,1211,1172,115,163,16,16,410,425,9236,9138
277438,Torrance County,16379,8459,7920,7713,7288,183,125,313,251,25,52,10,13,215,191,3293,3130
277590,Union County,4545,2589,1956,2398,1867,76,4,67,45,15,9,1,0,32,31,1102,702
277742,Valencia County,76778,38695,38083,35003,34688,783,524,1879,1725,230,323,57,48,743,775,22695,22084
277894,Albany County,304069,147030,157039,116665,124096,19257,21064,400,441,7251,7803,75,73,3382,3562,7412,7705
278046,Allegany County,48951,24705,24246,23799,23455,335,227,66,59,229,249,4,10,272,246,352,321
278198,Bronx County,1388264,651374,736890,301724,330405,279017,329235,19979,21228,27968,29191,2704,3080,19982,23751,350070,394588
278350,Broome County,200382,98223,102159,86690,91000,5268,4949,199,226,3722,3543,52,50,2292,2391,3443,3400
278502,Cattaraugus County,80260,39735,40525,37045,37798,628,427,1151,1332,269,290,4,9,638,669,693,668
278654,Cayuga County,79858,40735,39123,37084,37323,2593,745,191,125,180,230,29,11,658,689,1248,666
278806,Chautauqua County,134750,66485,68265,62451,64782,2075,1472,408,401,312,412,35,26,1204,1172,4329,3945
278958,Chemung County,88969,44243,44726,38505,40845,3956,2055,136,121,508,584,14,11,1124,1110,1353,905
279110,Chenango County,50344,25098,25246,24370,24632,209,154,99,80,83,126,2,4,335,250,482,446
279262,Clinton County,82068,42010,40058,38161,38193,2723,603,161,134,414,551,8,17,543,560,1302,759
279414,Columbia County,63020,31760,31260,28877,28787,1719,1271,85,72,493,524,20,7,566,599,1371,1098
279566,Cortland County,49265,24041,25224,22935,24100,460,353,70,80,183,270,3,6,390,415,572,549
279718,Delaware County,47886,24044,23842,23021,22941,506,322,79,70,159,225,7,9,272,275,787,767
279870,Dutchess County,297745,148225,149520,122408,125316,16570,14554,704,631,5209,5637,99,95,3235,3287,16531,14961
280022,Erie County,919077,443108,475969,361589,384900,58931,67840,3058,3304,12289,12150,150,185,7091,7590,20720,21264
280174,Essex County,39290,20358,18932,18805,18494,1081,66,119,49,119,143,9,1,225,179,796,217
280326,Franklin County,51628,28376,23252,22850,20838,3198,91,1901,1910,113,115,3,7,311,291,1247,283
280478,Fulton County,55468,27451,28017,26151,27025,731,382,68,57,144,185,7,7,350,361,702,573
280630,Genesee County,60029,29740,30289,27707,28570,1016,677,331,348,169,198,3,3,514,493,966,673
280782,Greene County,49118,25634,23484,22570,22240,2405,546,89,71,180,220,12,8,378,399,1496,929
280934,Hamilton County,4834,2447,2387,2382,2328,21,16,7,7,9,14,2,2,26,20,26,25
281086,Herkimer County,64444,31549,32895,30561,31922,414,316,82,77,127,207,8,5,357,368,545,524
281238,Jefferson County,116570,59485,57085,52910,51913,3834,2375,349,302,732,901,170,167,1490,1427,3585,2757
281390,Kings County,2510335,1184336,1325999,608534,633762,403211,511884,13243,12844,133275,138166,1731,1566,24342,27777,243355,253677
281542,Lewis County,27062,13596,13466,13298,13188,115,89,35,26,32,51,10,7,106,105,230,144
281694,Livingston County,65241,32742,32499,30486,31122,1325,390,115,89,383,434,16,9,417,455,1103,713
281846,Madison County,73433,36085,37348,34362,35640,804,605,243,293,237,348,10,9,429,453,708,634
281998,Monroe County,744874,359468,385406,282654,299400,55076,63212,1249,1335,12339,12680,209,234,7941,8545,26348,28012
282150,Montgomery County,50284,24506,25778,23168,24515,615,537,106,106,176,226,30,21,411,373,2869,2797
282302,Nassau County,1341882,649302,692580,510806,538129,73021,85696,3143,2884,52076,55202,510,579,9746,10090,99546,97389
282454,New York County,1588609,746089,842520,497483,542832,135118,159358,9331,9846,81843,103405,1217,1450,21097,25629,190967,213813
282606,Niagara County,216489,105087,111402,93557,99145,7342,7713,1121,1225,855,1046,31,32,2181,2241,2370,2368
282758,Oneida County,234837,117032,117805,102211,105334,9034,6433,362,351,3335,3456,52,61,2038,2170,5985,4948
282910,Onondaga County,467464,225143,242321,184751,198468,25349,27873,1956,2128,7190,7588,93,92,5804,6172,9241,9731
283062,Ontario County,108219,52889,55330,50028,52476,1400,1169,147,171,487,660,19,16,808,838,2001,1724
283214,Orange County,373428,186658,186770,154850,155198,21056,20413,1516,1436,4533,4948,162,132,4541,4643,34235,33420
283366,Orleans County,42847,21206,21641,19201,19841,1411,1172,146,140,83,107,7,6,358,375,939,840
283518,Oswego County,122132,60888,61244,59005,59325,587,472,275,275,302,443,8,13,711,716,1294,1267
283670,Otsego County,62203,30096,32107,28626,30599,608,561,68,67,302,426,10,15,482,439,949,1003
283822,Putnam County,99795,49847,49948,46664,46781,1343,1239,134,127,903,1077,36,16,767,708,6256,5514
283974,Queens County,2235573,1082318,1153255,558959,571539,212836,257946,15742,13869,264690,277713,2240,2485,27851,29703,309904,306304
284126,Rensselaer County,159372,78708,80664,69378,71518,5385,5420,224,229,1935,1676,30,19,1756,1802,3065,3042
284278,Richmond County,469645,227866,241779,178937,188244,25569,28912,1553,1467,17693,18712,229,230,3885,4214,40523,40929
284430,Rockland County,312484,153286,159198,121390,124352,18593,20666,879,703,9561,10478,190,166,2673,2833,25361,23839
284582,St. Lawrence County,111822,56760,55062,52823,52725,2047,473,603,588,534,598,32,21,721,657,1372,783
284734,Saratoga County,220088,108328,111760,102598,106240,1900,1488,219,204,1864,2178,25,24,1722,1626,2778,2596
284886,Schenectady County,154896,75006,79890,61064,65570,8171,8301,461,435,2839,2974,123,130,2348,2480,4445,4481
285038,Schoharie County,32687,16343,16344,15713,15788,281,191,43,31,104,123,4,5,198,206,466,458
285190,Schuyler County,18310,9115,9195,8858,8953,100,66,26,20,24,31,3,1,104,124,145,95
285342,Seneca County,35245,18478,16767,16554,16230,1518,166,72,33,121,135,2,0,211,203,684,277
285494,Steuben County,98991,49140,49851,46787,47849,991,564,124,128,567,647,11,16,660,647,730,652
285646,Suffolk County,1494878,735520,759358,635460,653572,57265,61982,4214,3963,26121,27222,633,525,11827,12094,127957,120113
285798,Sullivan County,77433,39570,37863,33535,32899,4287,3187,286,217,542,615,22,21,898,924,5628,4970
285950,Tioga County,51074,25328,25746,24591,25066,218,175,50,45,185,201,13,5,271,254,385,315
286102,Tompkins County,101774,50212,51562,41633,43180,2085,2130,206,222,4729,4404,36,34,1523,1592,2219,2194
286254,Ulster County,182421,90790,91631,79806,82593,6987,4714,392,384,1499,1722,33,26,2073,2192,8509,7481
286406,Warren County,65684,32088,33596,31023,32563,372,252,86,69,188,279,5,4,414,429,580,615
286558,Washington County,63292,32780,30512,30434,29810,1828,167,95,60,110,160,10,9,303,306,1019,426
286710,Wayne County,93755,46530,47225,43572,44715,1753,1237,160,140,201,305,17,12,827,816,1950,1557
286862,Westchester County,950636,457525,493111,350581,369051,67759,80886,4012,3571,25218,28946,528,524,9427,10133,105415,103031
