,CTYNAME,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,H_MALE,H_FEMALE
9006,Prairie County,1139,586,553,576,542,0,0,2,3,1,2,0,0,7,6,3,4
9234,Ravalli County,38902,19347,19555,18831,18980,53,28,181,187,49,88,19,15,214,257,419,451
9462,Richland County,8950,4442,4508,4316,4371,3,5,86,81,5,12,0,1,32,38,108,123
9690,Roosevelt County,10423,5157,5266,2031,2094,10,9,2959,3007,22,29,4,0,131,127,124,109
9918,Rosebud County,9151,4576,4575,2911,2816,20,14,1538,1615,7,37,0,0,100,93,134,142
10146,Sanders County,10676,5354,5322,4952,4917,11,8,265,239,10,31,1,0,115,127,93,102
10374,Sheridan County,3598,1788,1810,1734,1743,2,2,25,32,3,9,0,1,24,23,32,32
10602,Silver Bow County,32869,16282,16587,15545,15876,39,38,374,347,82,85,10,10,232,231,497,541
10830,Stillwater County,8292,4259,4033,4151,3923,12,5,41,40,11,11,1,1,43,53,118,100
11058,Sweet Grass County,3646,1847,1799,1815,1747,1,2,7,15,2,12,0,1,22,22,30,30
11286,Teton County,6223,3069,3154,2975,3029,7,5,45,66,2,5,0,0,40,49,35,44
11514,Toole County,5083,2684,2399,2475,2240,7,1,135,83,6,12,0,1,61,62,58,40
11742,Treasure County,741,384,357,373,343,0,1,8,8,0,3,0,0,3,2,9,5
11970,Valley County,7148,3552,3596,3085,3138,7,5,396,356,3,16,0,1,61,80,40,36
12198,Wheatland County,2072,1022,1050,986,1013,2,2,18,10,1,4,3,3,12,18,12,16
12426,Wibaux County,954,456,498,448,487,0,2,4,1,1,1,0,0,3,7,1,3
12654,Yellowstone County,134559,65762,68797,60956,63959,767,589,2405,2494,463,574,62,63,1109,1118,3191,2969
114,Adams County,32640,16049,16591,15363,16004,145,88,72,70,348,322,5,6,116,101,1042,865
342,Antelope County,7015,3472,3543,3435,3519,3,1,12,12,2,2,0,0,20,9,42,40
570,Arthur County,384,193,191,189,185,0,0,0,1,0,3,1,0,3,2,3,4
798,Banner County,748,393,355,389,350,0,1,1,1,0,1,0,0,3,2,26,23
1026,Blaine County,498,252,246,250,241,0,0,1,2,0,0,0,0,1,3,1,0
1254,Boone County,5766,2855,2911,2846,2899,1,2,3,0,0,2,0,2,5,6,42,26
1482,Box Butte County,11272,5639,5633,5305,5270,22,32,186,199,36,33,0,1,90,98,513,487
1710,Boyd County,2239,1075,1164,1060,1151,0,0,9,5,1,3,0,0,5,5,3,0
1938,Brown County,3402,1675,1727,1657,1704,1,0,5,3,4,8,0,1,8,11,11,19
2166,Buffalo County,43682,21458,22224,20783,21732,220,114,84,89,183,123,10,8,178,158,1263,1026
2394,Burt County,7395,3607,3788,3523,3695,8,9,40,49,4,12,1,1,31,22,54,56
2622,Butler County,8652,4438,4214,4400,4170,7,6,11,2,3,10,3,7,14,19,137,104
2850,Cass County,25241,12530,12711,12283,12434,80,65,50,30,28,73,2,2,87,107,214,215
3078,Cedar County,8991,4516,4475,4486,4431,4,7,5,16,3,2,1,0,17,19,32,23
3306,Chase County,3883,1897,1986,1882,1970,4,3,4,3,3,4,1,0,3,6,88,68
3534,Cherry County,5961,2989,2972,2822,2761,4,1,106,135,8,18,3,12,46,45,31,30
3762,Cheyenne County,9824,4846,4978,4739,4883,10,6,42,30,23,31,2,1,30,27,242,242
3990,Clay County,6646,3244,3402,3201,3357,13,8,14,15,8,13,0,0,8,9,144,121
4218,Colfax County,10429,5410,5019,5309,4944,9,4,32,19,22,17,12,9,26,26,1942,1354
4446,Cuming County,9697,4895,4802,4851,4741,10,5,18,19,4,16,0,3,12,18,411,340
4674,Custer County,11225,5526,5699,5451,5632,7,2,31,25,5,13,0,0,32,27,63,71
4902,Dakota County,20276,10103,10173,9297,9345,110,88,224,275,336,326,9,6,127,133,2923,2577
5130,Dawes County,8887,4325,4562,4000,4258,83,35,163,185,15,13,3,2,61,69,140,119
5358,Dawson County,24432,12361,12071,11946,11731,101,73,130,96,103,98,7,6,74,67,3966,3299
5586,Deuel County,1973,953,1020,942,1000,0,1,6,6,2,6,0,0,3,7,25,33
5814,Dixon County,6068,3039,3029,2989,2989,1,1,25,18,7,10,2,0,15,11,258,197
6042,Dodge County,35787,17379,18408,16938,18001,141,101,88,64,77,117,21,19,114,106,1121,944
6270,Douglas County,481196,236592,244604,199171,204259,26788,29483,1699,1839,5133,5235,251,177,3550,3611,22500,18119
6498,Dundy County,2145,1070,1075,1046,1050,1,0,12,6,3,8,0,1,8,10,60,34
6726,Fillmore County,6311,3065,3246,3026,3182,4,10,16,29,1,3,1,0,17,22,77,72
6954,Franklin County,3361,1621,1740,1609,1726,0,0,6,6,1,1,0,0,5,7,9,15
7182,Frontier County,2863,1451,1412,1432,1390,3,1,5,3,4,5,0,0,7,13,14,20
7410,Furnas County,4943,2358,2585,2326,2540,3,3,11,13,5,8,0,0,13,21,45,32
7638,Gage County,23188,11346,11842,11084,11588,54,28,64,76,43,39,7,5,94,106,153,139
7866,Garden County,2109,1023,1086,1007,1075,2,1,4,2,2,4,0,0,8,4,19,17
8094,Garfield County,1806,869,937,861,930,0,0,3,1,0,1,0,1,5,4,14,5
8322,Gosper County,2027,1023,1004,1018,993,0,0,0,3,3,3,0,0,2,5,20,21
8550,Grant County,658,346,312,345,310,0,0,1,0,0,2,0,0,0,0,3,7
8778,Greeley County,2515,1260,1255,1241,1238,8,10,3,0,1,1,0,0,7,6,13,14
9006,Hall County,54171,27004,27167,25993,26231,330,223,134,137,301,354,56,28,190,194,5175,4255
9234,Hamilton County,9376,4664,4712,4609,4669,12,6,11,4,12,11,0,0,20,22,69,65
9462,Harlan County,3551,1761,1790,1748,1773,3,3,1,4,0,3,0,0,9,7,23,12
9690,Hayes County,1055,535,520,531,513,1,1,0,0,1,2,0,0,2,4,18,12
9918,Hitchcock County,3011,1458,1553,1435,1535,2,1,10,1,0,4,0,0,11,12,27,22
10146,Holt County,10685,5237,5448,5177,5398,6,2,21,17,9,14,3,3,21,14,65,53
10374,Hooker County,747,348,399,343,395,0,0,2,1,0,1,0,0,3,2,4,5
10602,Howard County,6543,3316,3227,3290,3186,7,14,6,12,2,5,2,0,9,10,43,50
10830,Jefferson County,7933,3907,4026,3870,3963,2,5,15,23,3,14,0,3,17,18,64,57
11058,Johnson County,5289,2929,2360,2583,2229,203,22,44,16,84,77,1,0,14,16,238,125
11286,Kearney County,6738,3344,3394,3303,3359,10,5,9,5,6,11,1,0,15,14,94,80
11514,Keith County,8197,4045,4152,3967,4079,8,3,38,38,7,12,0,0,25,20,188,202
11742,Keya Paha County,930,471,459,468,457,0,0,3,0,0,0,0,0,0,2,23,19
11970,Kimball County,3804,1861,1943,1823,1897,8,3,13,16,3,1,1,0,13,26,79,77
12198,Knox County,8883,4347,4536,3989,4104,2,6,323,382,7,11,2,3,24,30,50,52
12426,Lancaster County,264079,131954,132125,120017,121344,4811,3622,993,949,4024,4059,143,125,1966,2026,5888,5064
12654,Lincoln County,34844,17178,17666,16690,17222,162,121,127,114,68,81,4,4,127,124,1025,978
12882,Logan County,731,354,377,345,375,1,0,7,1,0,0,0,0,1,1,2,5
13110,Loup County,685,350,335,347,334,0,0,2,0,0,1,0,0,1,0,8,5
13338,McPherson County,508,256,252,256,250,0,0,0,0,0,2,0,0,0,0,6,2
13566,Madison County,35613,17788,17825,16933,17037,379,307,253,250,77,100,5,10,141,121,2361,1892
13794,Merrick County,7946,3933,4013,3888,3974,9,9,9,9,10,7,1,0,16,14,119,92
14022,Morrill County,5087,2511,2576,2465,2533,3,2,22,25,5,8,0,0,16,8,291,244
14250,Nance County,3649,1876,1773,1860,1748,0,0,6,13,1,1,0,0,9,11,27,29
14478,Nemaha County,7012,3407,3605,3323,3528,25,8,16,9,20,29,1,2,22,29,45,44
14706,Nuckolls County,4783,2299,2484,2270,2466,16,0,6,1,4,5,0,0,3,12,35,38
14934,Otoe County,15338,7566,7772,7457,7648,31,19,14,24,14,29,2,3,48,49,274,243
15162,Pawnee County,2841,1373,1468,1364,1450,0,0,3,3,2,6,0,0,4,9,14,10
15390,Perkins County,3044,1530,1514,1517,1495,0,1,5,5,4,3,0,0,4,10,44,39
15618,Phelps County,9484,4682,4802,4604,4731,12,6,17,14,13,14,2,3,34,34,136,128
15846,Pierce County,7444,3738,3706,3697,3657,3,3,16,15,4,12,1,1,17,18,47,34
16074,Platte County,30867,15384,15483,15023,15132,105,65,62,60,73,103,7,10,114,113,1503,1324
16302,Polk County,5310,2675,2635,2654,2605,1,0,8,9,1,4,0,0,11,17,52,45
16530,Red Willow County,11111,5406,5705,5316,5620,11,9,32,24,7,13,0,2,40,37,178,157
16758,Richardson County,8767,4251,4516,4058,4313,11,9,120,109,5,14,0,0,57,71,60,53
16986,Rock County,1575,769,806,761,798,0,0,5,3,0,3,0,0,3,2,3,6
17214,Saline County,14051,7018,7033,6764,6792,46,25,34,21,135,128,2,1,37,66,1014,762
17442,Sarpy County,135572,67273,68299,61418,62382,3099,2737,311,333,1170,1553,55,58,1220,1236,3595,3400
17670,Saunders County,20049,10058,9991,9932,9864,16,11,25,35,25,24,0,1,60,56,174,142
17898,Scotts Bluff County,36285,17349,18936,16508,18156,99,61,448,431,136,122,6,10,152,156,3382,3391
18126,Seward County,16684,8518,8166,8361,8010,32,31,17,23,31,36,10,6,67,60,135,112
18354,Sheridan County,5733,2821,2912,2455,2521,3,2,309,312,4,7,0,1,50,69,65,53
18582,Sherman County,3132,1542,1590,1525,1572,1,1,3,5,3,5,1,0,9,7,17,19
18810,Sioux County,1411,746,665,742,657,0,0,2,0,1,2,0,0,1,6,24,17
19038,Stanton County,6480,3224,3256,3162,3194,18,9,21,15,2,11,0,0,21,27,100,84
19266,Thayer County,5402,2645,2757,2614,2730,1,0,12,7,3,4,0,0,15,16,27,36
19494,Thomas County,621,306,315,306,311,0,0,0,3,0,0,0,0,0,1,3,5
19722,Thurston County,7136,3535,3601,1652,1615,39,57,1769,1855,9,6,4,2,62,66,212,151
19950,Valley County,4427,2125,2302,2108,2268,3,5,4,12,2,4,1,2,7,11,44,46
20178,Washington County,19383,9722,9661,9497,9496,88,55,26,15,28,35,16,3,67,57,153,109
20406,Wayne County,9446,4550,4896,4432,4734,65,40,16,32,7,49,1,0,29,41,138,133
20634,Webster County,3784,1796,1988,1762,1948,3,3,5,7,11,11,2,1,13,18,8,16
20862,Wheeler County,788,392,396,392,394,0,0,0,2,0,0,0,0,0,0,2,3
21090,York County,14034,6701,7333,6513,7067,67,112,20,36,54,37,6,6,41,75,169,163
114,Churchill County,24117,11940,12177,10533,10516,210,198,570,704,280,423,32,37,315,299,1166,1166
342,Clark County,1646875,835851,811024,672269,635939,80324,81810,8110,8135,48559,58374,4654,4574,21935,22192,220161,194833
570,Douglas County,45591,23016,22575,21705,21229,160,126,370,378,353,440,39,31,389,371,1947,1822
798,Elko County,43569,22534,21035,20572,19120,259,120,1187,1228,149,223,33,33,334,311,4810,4465
1026,Esmeralda County,789,429,360,390,315,0,1,26,25,0,0,2,0,11,19,50,43
1254,Eureka County,1395,728,667,679,618,4,3,13,15,7,8,0,1,25,22,110,70
1482,Humboldt County,16853,8912,7941,8231,7313,79,29,411,382,47,66,7,14,137,137,1854,1619
1710,Lander County,4883,2498,2385,2343,2192,13,13,101,127,6,15,2,0,33,38,464,423
1938,Lincoln County,4190,2188,2002,2057,1894,68,17,38,44,4,11,0,1,21,35,151,106
2166,Lyon County,42846,21732,21114,20311,19581,278,228,467,490,186,316,29,34,461,465,2979,2410
2394,Mineral County,4827,2424,2403,1856,1810,129,111,367,400,21,29,2,3,49,50,252,245
2622,Nye County,37159,18958,18201,17634,16903,350,272,358,348,184,246,69,59,363,373,1905,1713
2850,Pershing County,6332,3918,2414,3297,2225,359,4,141,113,27,14,12,3,82,55,751,511
3078,Storey County,3672,1904,1768,1782,1655,6,4,39,20,38,39,2,3,37,47,129,122
3306,Washoe County,381377,193070,188307,170441,164650,4951,4515,3808,3822,8772,10123,930,962,4168,4235,38500,34266
3534,White Pine County,8431,4798,3633,4146,3324,368,21,171,163,36,54,11,12,66,59,647,387
3762,Carson City,55797,28764,27033,26164,25116,882,198,675,618,568,598,55,45,420,458,5184,4389
114,Belknap County,60756,29942,30814,29216,30083,150,116,93,90,212,227,5,11,266,287,310,275
342,Carroll County,46532,22914,23618,22513,23194,69,54,74,58,102,142,2,1,154,169,158,164
570,Cheshire County,76546,37404,39142,36516,38188,219,208,119,116,244,266,11,16,295,348,413,403
798,Coos County,32747,16053,16694,15751,16372,44,36,53,56,68,85,2,3,135,142,142,137
1026,Grafton County,84042,41328,42714,39542,40954,325,281,143,137,844,842,10,14,464,486,585,559
1254,Hillsborough County,396542,196010,200532,183736,188879,4105,3691,622,580,5454,5262,92,94,2001,2026,8703,7984
1482,Merrimack County,144745,71341,73404,68925,71226,698,435,172,170,790,860,18,20,738,693,974,908
1710,Rockingham County,290602,143676,146926,138858,142198,1239,1038,284,272,2042,2178,61,51,1192,1189,2542,2466
1938,Strafford County,118195,57411,60784,54969,58407,589,478,153,163,1032,1043,21,30,647,663,779,819
2166,Sullivan County,42059,20780,21279,20349,20853,73,71,67,67,89,110,4,4,198,174,184,161
114,Atlantic County,266015,129156,136859,96088,100861,22590,25401,434,430,8103,8017,99,100,1842,2050,18783,17569
342,Bergen County,890232,430968,459264,344541,365780,24243,28254,1165,1124,55653,58579,224,208,5142,5319,56883,56739
570,Burlington County,446041,220615,225426,171860,177147,36959,35665,563,526,7333,8115,105,75,3795,3898,11922,9907
798,Camden County,512710,248185,264525,184505,194478,48183,54125,824,778,11070,11167,214,197,3389,3780,28434,28479
1026,Cape May County,99920,48021,51899,44600,48241,2457,2623,110,99,326,424,24,25,504,487,1973,1853
1254,Cumberland County,150227,77019,73208,55601,56008,18333,14244,878,736,845,871,84,66,1278,1283,17532,14798
1482,Essex County,785389,376312,409077,199341,204398,153931,180798,1431,1415,16324,16914,494,502,4791,5050,69914,65999
1710,Gloucester County,273020,132643,140377,115733,121499,12621,14209,273,290,2457,2715,56,41,1503,1623,4375,4142
1938,Hudson County,599929,296116,303813,212758,217413,43219,47314,1960,1837,32782,31779,390,457,5007,5013,120148,123923
2166,Hunterdon County,128170,63678,64492,59443,60393,1892,1622,108,83,1723,1851,17,22,495,521,2430,2096
2394,Mercer County,361225,177035,184190,125977,130075,35809,38696,461,397,12167,12416,370,223,2251,2383,22548,18805
2622,Middlesex County,774209,381587,392622,268901,279540,39017,41327,1355,1131,66911,65179,294,335,5109,5110,62128,59531
2850,Monmouth County,639987,312198,327789,268518,280543,24509,27902,628,493,14835,15080,150,126,3558,3645,25140,22600
3078,Morris County,482155,237139,245016,208865,216003,7301,7793,422,424,17947,18329,123,119,2481,2348,23429,21793
3306,Ocean County,551798,263398,288400,247384,271367,8839,9515,537,418,4269,4637,66,71,2303,2392,17337,16468
3534,Passaic County,490527,238565,251962,188520,195703,34632,40052,1650,1530,10435,11122,373,374,2955,3181,80705,80268
3762,Salem County,64914,31462,33452,26078,27338,4639,5295,118,139,209,248,12,17,406,415,1686,1442
3990,Somerset County,312319,153419,158900,121951,125848,12990,13988,268,263,16440,16967,102,80,1668,1754,17540,15631
4218,Sussex County,150360,74730,75630,71491,72393,1235,1173,100,96,1231,1317,21,14,652,637,3506,3608
4446,Union County,523635,253659,269976,183796,191967,54404,62189,953,859,11126,11554,252,228,3128,3179,61428,58922
4674,Warren County,108748,53187,55561,49951,52325,1528,1527,63,74,1172,1152,8,12,465,471,2934,2710
114,Bernalillo County,594644,291519,303125,254457,264043,10950,10402,13847,15065,6089,7084,538,504,5638,6027,129334,133168
342,Catron County,3368,1699,1669,1617,1565,3,9,43,45,6,19,0,2,30,29,330,310
570,Chaves County,60822,30068,30754,28166,28969,817,720,439,406,242,272,26,22,378,365,14300,14116
798,Cibola County,27179,13371,13808,7674,7512,197,216,5224,5827,55,65,10,9,211,179,4700,4563
1026,Colfax County,13663,6904,6759,6586,6512,36,20,153,113,28,26,1,0,100,88,3357,3162
1254,Curry County,45855,22716,23139,19361,19822,1889,1889,336,298,572,557,43,38,515,535,7662,7682
1482,De Baca County,1984,970,1014,945,985,2,3,10,12,3,3,0,0,10,11,366,364
1710,Doña Ana County,184935,91491,93444,85497,87305,2423,2327,1455,1552,842,916,110,115,1164,1229,58949,60403
1938,Eddy County,50856,24966,25890,23550,24517,561,509,402,364,116,185,34,42,303,273,10409,10368
2166,Grant County,29054,14135,14919,13463,14237,170,127,251,251,43,80,10,17,198,207,6760,7237
2394,Guadalupe County,4525,2532,1993,2388,1942,60,7,46,14,25,22,0,2,13,6,1944,1652
2622,Harding County,769,390,379,376,364,1,2,6,9,0,0,0,0,7,4,184,165
2850,Hidalgo County,5035,2511,2524,2429,2455,16,13,29,23,14,15,3,1,20,17,1431,1426
3078,Lea County,55699,28050,27649,25637,25482,1514,1379,399,307,141,157,21,18,338,306,12575,11829
3306,Lincoln County,20482,10059,10423,9566,9926,88,91,250,251,27,38,9,7,119,110,2879,2838
3534,Los Alamos County,18573,9399,9174,8627,8421,60,43,70,62,485,497,2,4,155,147,1198,1309
3762,Luna County,25655,12484,13171,11930,12597,182,209,185,163,47,74,2,1,138,127,7449,7823
3990,McKinley County,71490,34644,36846,7928,7847,354,347,25541,27768,218,260,33,39,570,585,4900,4753
4218,Mora County,5115,2573,2542,2501,2488,9,9,41,30,5,4,2,0,15,11,2056,2046
4446,Otero County,63363,31647,31716,27151,26942,1623,1423,1944,2098,260,610,55,52,614,591,10583,10715
4674,Quay County,9327,4530,4797,4289,4548,55,49,74,78,52,50,12,15,48,57,1794,1827
4902,Rio Arriba County,40638,20072,20566,16675,16956,140,106,2983,3232,45,46,39,38,190,188,14635,14821
5130,Roosevelt County,18645,9195,9450,8598,8849,279,216,130,155,66,99,5,11,117,120,3327,3244
5358,Sandoval County,101284,49513,51771,39092,40850,1170,1096,7895,8287,472,673,74,69,810,796,15662,16000
5586,San Juan County,120863,60168,60695,35218,35247,723,633,22954,23549,193,239,41,38,1039,989,10248,9842
5814,San Miguel County,29093,14252,14841,13433,14047,195,142,333,322,105,113,17,25,169,192,11120,11484
6042,Santa Fe County,138204,68264,69940,63332,64920,854,627,2377,2464,713,873,84,88,904,968,35111,34130
6270,Sierra County,12781,6384,6397,6118,6167,36,33,126,113,7,16,7,4,90,64,1903,1783
6498,Socorro County,18066,9212,8854,7729,7319,113,70,1067,1171,156,137,10,6,137,151,4319,4339
6726,Taos County,31157,15353,15804,13861,14314,107,76,1102,1110,62,79,32,25,189,200,8752,8775
6954,Torrance County,17229,9194,8035,8281,7542,471,91,247,194,25,45,11,11,159,152,3713,2986
7182,Union County,3768,1860,1908,1802,1852,0,1,26,24,7,12,2,2,23,17,678,703
7410,Valencia County,67708,34222,33486,31514,30889,674,446,1352,1338,150,249,49,40,483,524,19337,18476
114,Albany County,298819,143461,155358,118649,128530,17384,18799,356,395,4911,5364,58,67,2103,2203,5406,5369
342,Allegany County,50397,25311,25086,24460,24367,323,216,87,72,226,220,4,1,211,210,278,236
570,Bronx County,1359139,635678,723461,322400,358993,266468,314543,7471,8144,24506,25152,1661,1834,13172,14795,320943,360178
798,Broome County,197463,95465,101998,86716,93161,4043,4018,206,236,3061,3127,31,39,1408,1417,2232,2258
1026,Cattaraugus County,82366,40481,41885,38112,39643,610,437,1110,1152,208,223,7,10,434,420,456,430
1254,Cayuga County,80843,40918,39925,37582,38445,2557,725,161,128,177,208,15,6,426,413,1199,442
1482,Chautauqua County,136273,66576,69697,63312,66986,1975,1310,349,348,257,324,25,21,658,708,3396,2902
1710,Chemung County,89366,44214,45152,39410,42103,3609,1852,131,95,395,428,7,10,662,664,1152,579
1938,Chenango County,51113,25241,25872,24537,25333,350,183,87,68,66,103,4,7,197,178,407,306
2166,Clinton County,81380,41537,39843,38144,38554,2602,448,159,146,299,329,18,5,315,361,1537,583
2394,Columbia County,62933,31387,31546,28689,29475,1836,1266,78,71,394,341,11,9,379,384,1027,777
2622,Cortland County,48780,23574,25206,22745,24398,362,307,67,73,113,142,3,3,284,283,384,371
2850,Delaware County,47055,23269,23786,22355,23024,456,304,87,80,146,160,3,3,222,215,625,567
3078,Dutchess County,290637,145618,145019,123117,124700,15630,13313,395,345,4453,4475,57,56,1966,2130,12423,9960
3306,Erie County,932002,447241,484761,373220,401923,58238,66696,2932,3214,8045,7768,156,177,4650,4983,16751,16320
3534,Essex County,38389,19980,18409,18529,18024,1099,85,72,59,103,82,22,15,155,144,742,153
3762,Franklin County,50427,27644,22783,22371,20758,3380,128,1623,1622,115,99,0,1,155,175,1825,220
3990,Fulton County,54976,27132,27844,25895,27004,730,309,65,47,173,221,6,7,263,256,664,404
4218,Genesee County,59096,29160,29936,27500,28617,919,557,248,254,175,167,10,9,308,332,655,430
4446,Greene County,48630,25138,23492,22187,22507,2399,508,81,65,171,132,5,4,295,276,1613,747
4674,Hamilton County,5188,2583,2605,2531,2565,23,7,9,7,2,6,2,1,16,19,25,38
4902,Herkimer County,63198,30744,32454,29960,31668,311,251,91,64,145,221,6,6,231,244,409,352
5130,Jefferson County,114424,58330,56094,52361,52093,4009,1928,363,356,479,606,109,111,1009,1000,2767,1780
5358,Kings County,2497859,1175522,1322337,618719,654752,421942,533819,6274,6556,110126,106734,1663,1787,16798,18689,240802,254386
5586,Lewis County,26219,13060,13159,12823,12923,91,83,43,40,26,38,8,9,69,66,109,109
5814,Livingston County,63941,31996,31945,29780,30814,1537,389,94,89,266,298,9,11,310,344,1060,495
6042,Madison County,69855,34366,35489,32997,34253,699,471,186,214,193,262,1,10,290,279,485,397
6270,Monroe County,735691,355965,379726,289571,306170,50090,56990,1069,1123,9948,9804,175,180,5112,5459,20366,21177
6498,Montgomery County,48768,23468,25300,22529,24430,483,392,69,76,152,183,5,2,230,217,1940,2002
6726,Nassau County,1356589,657029,699560,538815,567727,69612,80900,1639,1541,39595,41569,405,444,6963,7379,78107,75141
6954,New York County,1590911,756107,834804,514574,554588,145694,170360,5168,5238,74451,86206,1070,1185,15150,17227,196085,214877
7182,Niagara County,216712,104919,111793,94898,101125,6746,7312,1130,1157,795,876,37,24,1313,1299,1718,1634
7410,Oneida County,232484,115794,116690,103798,107790,8767,5654,322,289,1560,1618,35,28,1312,1311,5208,3202
7638,Onondaga County,456432,219091,237341,186016,201417,21494,23993,2138,2156,5304,5466,71,91,4068,4218,6293,6235
7866,Ontario County,102656,50325,52331,47947,49942,1258,1174,134,123,392,513,14,6,580,573,1342,1168
8094,Orange County,367562,184740,182822,158473,158148,18674,17124,787,763,3723,3771,116,85,2967,2931,27261,25056
8322,Orleans County,43119,21425,21694,19391,19733,1565,1497,111,119,82,77,7,8,269,260,942,771
8550,Oswego County,122802,60718,62084,59111,60406,519,492,260,290,264,352,8,13,556,531,899,863
8778,Otsego County,62426,30088,32338,28759,31029,683,640,95,83,229,279,18,18,304,289,659,718
9006,Putnam County,99204,49824,49380,47072,46770,1379,1180,96,75,797,868,22,11,458,476,4538,3949
9234,Queens County,2250718,1088010,1162708,613063,640332,214180,260909,8241,8026,230083,230476,1597,1611,20846,21354,290312,289178
9462,Rensselaer County,153791,75596,78195,68533,71331,4170,4355,180,199,1800,1309,17,23,896,978,1962,1982
9690,Richmond County,471313,228754,242559,185778,195752,23413,26730,709,736,15751,15987,150,149,2953,3205,32789,32976
9918,Rockland County,292625,143735,148890,115951,119485,16732,17961,463,451,8568,9091,236,110,1785,1792,17963,16412
10146,St. Lawrence County,110224,55857,54367,52224,52439,2214,463,530,562,462,444,20,17,407,442,1417,609
10374,Saratoga County,211745,104640,107105,99937,102825,1963,1380,225,208,1383,1631,32,22,1100,1039,2006,1787
10602,Schenectady County,147707,71474,76233,61662,66333,6026,6140,217,226,2274,2166,28,45,1267,1323,2809,2840
10830,Schoharie County,31866,15889,15977,15296,15548,326,156,61,52,61,71,2,6,143,144,353,315
11058,Schuyler County,19176,9624,9552,9187,9329,273,69,45,41,25,33,4,1,90,79,183,85
11286,Seneca County,34640,17908,16732,16130,16057,1410,294,54,51,142,147,7,1,165,182,768,263
11514,Steuben County,97735,47977,49758,46028,48043,867,654,156,129,508,525,9,7,409,400,502,486
11742,Suffolk County,1499838,737759,762079,647030,666902,55888,59984,2682,2754,23158,23200,569,515,8432,8724,94265,88126
11970,Sullivan County,75351,38311,37040,33169,32991,3995,2864,132,97,491,550,19,20,505,518,4441,3507
12198,Tioga County,50874,25195,25679,24523,24990,247,200,62,67,155,192,2,5,206,225,299,322
12426,Tompkins County,99747,49571,50176,41897,42947,1953,1986,173,181,4528,4030,35,14,985,1018,1816,1740
12654,Ulster County,180950,90094,90856,80351,83287,6762,4460,296,251,1317,1372,27,29,1341,1457,6767,5411
12882,Warren County,64741,31518,33223,30687,32394,295,232,80,59,172,252,3,4,281,282,460,446
13110,Washington County,61979,31934,30045,29595,29460,1901,177,80,51,104,129,18,4,236,224,1121,268
13338,Wayne County,92612,45926,46686,43238,44282,1711,1383,128,145,217,294,15,5,617,577,1487,1115
13566,Westchester County,947121,455685,491436,359955,379524,63699,76792,1746,1682,23965,26283,482,461,5838,6694,84807,79827
13794,Wyoming County,42439,23057,19382,20333,19043,2399,76,63,61,115,96,6,5,141,101,1142,163
14022,Yates County,24617,12038,12579,11797,12338,99,77,20,21,29,45,2,2,91,96,181,144
114,Alamance County,137653,66195,71458,52575,55655,11893,14068,331,307,775,762,24,20,597,646,7014,5441
342,Alexander County,35189,17709,17480,16290,16236,1020,885,37,26,215,204,0,1,147,128,660,445
570,Alleghany County,10751,5339,5412,5163,5282,93,63,18,11,19,15,1,0,45,41,519,250
798,Anson County,25465,12842,12623,6408,6345,6173,6065,93,43,94,111,2,4,72,55,183,131
1026,Ashe County,25088,12353,12735,12110,12518,117,99,52,29,18,40,2,0,54,49,513,233
1254,Avery County,17859,9469,8390,8614,8222,727,60,44,25,25,19,6,2,53,62,408,140
1482,Beaufort County,45161,21476,23685,15543,16570,5703,6841,50,46,53,78,9,2,118,148,901,759
1710,Bertie County,19151,8940,10211,3401,3630,5428,6486,57,44,14,14,1,0,39,37,133,124
1938,Bladen County,32575,15685,16890,9674,9922,5524,6418,351,385,24,27,9,10,103,128,963,677
2166,Brunswick County,83666,40833,42833,34827,36104,5215,5914,295,311,108,134,23,18,365,352,1657,1080
2394,Buncombe County,215867,103559,112308,93360,101229,7608,8404,489,400,879,1064,54,47,1169,1164,4263,3429
2622,Burke County,88653,44408,44245,38456,39478,3447,2524,223,159,1771,1606,144,75,367,403,2455,1425
2850,Cabarrus County,144956,71241,73715,59868,61167,9558,10702,288,283,879,896,11,22,637,645,5513,4605
3078,Caldwell County,78370,38579,39791,35918,37061,2108,2139,105,86,181,210,22,13,245,282,1680,1020
3306,Camden County,8346,4105,4241,3365,3418,655,734,17,14,30,32,1,1,37,42,78,74
3534,Carteret County,61711,30194,31517,27319,28547,2247,2256,146,146,141,235,20,26,321,307,620,568
3762,Caswell County,23396,11823,11573,7516,7377,4150,4062,27,20,22,22,6,5,102,87,296,233
3990,Catawba County,148664,73264,75400,64061,65674,5968,6526,217,199,2342,2325,44,41,632,635,6450,4620
4218,Chatham County,56866,27970,28896,23162,23525,3925,4467,118,125,497,512,14,17,254,250,3715,2717
4446,Cherokee County,25195,12158,13037,11568,12437,221,214,185,194,31,42,1,2,152,148,168,167
4674,Chowan County,14284,6675,7609,4224,4575,2372,2942,17,21,20,22,0,1,42,48,134,121
4902,Clay County,9476,4593,4883,4499,4779,48,54,11,20,5,3,3,3,27,24,50,58
5130,Cleveland County,97649,46820,50829,36622,39106,9416,10898,88,74,365,384,2,8,327,359,870,813
