,CTYNAME,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,H_MALE,H_FEMALE
15770,Tippah County,20863,10094,10769,8465,8873,1542,1800,27,19,10,13,1,2,49,62,272,162
15998,Tishomingo County,19159,9224,9935,8861,9538,298,305,20,21,5,10,1,1,39,60,220,123
16226,Tunica County,9220,4397,4823,1345,1279,2985,3493,6,9,19,21,5,2,37,19,138,95
16454,Union County,25514,12350,13164,10402,11063,1843,1988,26,14,21,30,1,3,57,66,246,167
16682,Walthall County,15102,7215,7887,4022,4247,3131,3562,9,9,21,21,0,2,32,46,105,96
16910,Warren County,49581,23249,26332,13273,14105,9640,11867,59,54,142,174,4,5,131,127,266,248
17138,Washington County,62685,29292,33393,10434,11020,18534,22012,31,32,163,190,6,4,124,135,302,238
17366,Wayne County,21196,10126,11070,6311,6697,3764,4310,6,11,12,20,1,1,32,31,71,63
17594,Webster County,10287,4969,5318,3921,4143,1020,1141,8,6,6,12,0,1,14,15,91,83
17822,Wilkinson County,10291,5347,4944,1718,1504,3603,3418,6,4,0,3,0,0,20,15,25,20
18050,Winston County,20166,9757,10409,5450,5745,4191,4552,72,65,8,10,0,0,36,37,162,81
18278,Yalobusha County,13161,6277,6884,3914,4053,2320,2786,19,10,2,9,6,4,16,22,59,68
18506,Yazoo County,28128,14316,13812,6788,5839,7387,7827,26,30,49,54,0,1,66,61,1121,111
38,Adair County,24961,11705,13256,11194,12750,158,163,27,39,224,193,6,12,96,99,153,168
266,Andrew County,16530,8058,8472,7943,8356,33,36,29,28,17,21,1,0,35,31,67,71
494,Atchison County,6405,3190,3215,3048,3186,124,8,7,5,3,6,0,0,8,10,24,19
722,Audrain County,25807,11793,14014,10993,12569,638,1242,27,41,44,49,4,5,87,108,76,113
950,Barry County,34050,16886,17164,16509,16699,26,22,134,160,38,53,5,6,174,224,928,788
1178,Barton County,12541,6145,6396,5981,6207,18,21,51,57,13,23,9,3,73,85,64,55
1406,Bates County,16703,8147,8556,7970,8362,50,52,46,53,11,14,1,1,69,74,75,104
1634,Benton County,17233,8541,8692,8379,8542,17,9,50,41,6,16,2,0,87,84,79,74
1862,Bollinger County,12053,5963,6090,5853,5949,11,15,37,51,10,20,0,0,52,55,37,31
2090,Boone County,135846,65620,70226,56632,60451,5510,6278,290,310,2075,2062,27,18,1086,1107,1276,1167
2318,Buchanan County,86094,42328,43766,39174,41363,2284,1513,187,179,175,225,14,6,494,480,1094,1001
2546,Butler County,40799,19552,21247,18093,19675,1014,1131,120,107,90,101,4,4,231,229,194,218
2774,Caldwell County,8977,4434,4543,4385,4484,9,5,14,16,1,10,0,0,25,28,32,35
3002,Callaway County,40925,21218,19707,19214,18511,1561,764,115,103,90,124,2,3,236,202,201,176
3230,Camden County,37228,18609,18619,18214,18266,50,47,107,80,48,59,8,6,182,161,179,167
3458,Cape Girardeau County,68792,33163,35629,30632,32967,1807,1865,134,135,262,282,13,10,315,370,327,309
3686,Carroll County,10275,4988,5287,4850,5132,84,97,10,18,4,9,0,1,40,30,48,25
3914,Carter County,5945,2921,3024,2832,2924,2,3,41,39,2,4,0,2,44,52,30,42
4142,Cass County,82603,40451,42152,38944,40623,623,564,245,233,167,233,15,15,457,484,961,876
4370,Cedar County,13733,6723,7010,6553,6821,23,21,43,48,34,29,2,4,68,87,91,62
4598,Chariton County,8409,4028,4381,3900,4179,106,167,5,9,2,9,0,0,15,17,25,22
4826,Christian County,54951,26730,28221,26143,27619,78,68,158,144,57,102,6,10,288,278,380,340
5054,Clark County,7389,3651,3738,3619,3709,6,3,8,7,1,4,1,0,16,15,22,30
5282,Clay County,184820,89838,94982,84394,89348,2545,2513,450,467,1221,1335,79,100,1149,1219,3372,3306
5510,Clinton County,19031,9324,9707,9035,9422,152,141,31,34,8,24,1,0,97,86,88,117
5738,Cole County,71479,36721,34758,31233,31413,4594,2596,148,94,318,322,14,13,414,320,498,418
5966,Cooper County,16702,9020,7682,7702,7223,1151,350,44,18,20,21,4,0,99,70,88,55
6194,Crawford County,22830,11262,11568,11090,11382,21,19,54,45,11,20,7,7,79,95,90,86
6422,Dade County,7906,3871,4035,3776,3949,11,10,31,25,7,9,1,3,45,39,32,35
6650,Dallas County,15689,7777,7912,7598,7739,10,10,63,56,3,8,3,2,100,97,72,75
6878,Daviess County,7995,3850,4145,3812,4099,4,0,11,20,2,4,6,9,15,13,25,30
7106,DeKalb County,13108,8493,4615,6838,4533,1482,22,71,22,11,11,0,1,91,26,110,40
7334,Dent County,14934,7251,7683,7056,7491,37,26,55,55,13,22,1,1,89,88,56,56
7562,Douglas County,13099,6436,6663,6252,6476,7,7,60,67,10,19,1,1,106,93,64,46
7790,Dunklin County,33108,15644,17464,14127,15601,1284,1606,55,50,46,47,2,2,130,158,454,370
8018,Franklin County,94059,46683,47376,45646,46307,486,405,118,123,88,170,8,15,337,356,364,313
8246,Gasconade County,15370,7475,7895,7389,7802,13,7,13,15,9,15,0,1,51,55,36,28
8474,Gentry County,6850,3342,3508,3290,3468,6,4,14,7,6,6,5,6,21,17,25,19
8702,Greene County,240814,116901,123913,109759,117415,3253,2339,816,789,1356,1493,78,73,1639,1804,2377,2097
8930,Grundy County,10415,4943,5472,4851,5388,25,17,20,18,5,11,1,0,41,38,91,74
9158,Harrison County,8864,4300,4564,4240,4499,7,6,12,10,5,8,1,4,35,37,52,37
9386,Henry County,22089,10791,11298,10447,10998,128,102,78,79,22,32,3,2,113,85,96,105
9614,Hickory County,8942,4382,4560,4289,4464,5,2,24,36,4,6,0,0,60,52,35,33
9842,Holt County,5323,2632,2691,2591,2656,3,3,15,10,1,3,1,0,21,19,12,9
10070,Howard County,10180,4934,5246,4519,4803,338,368,18,16,5,7,5,3,49,49,46,42
10298,Howell County,37232,17998,19234,17449,18617,61,59,186,176,58,83,4,12,240,287,232,218
10526,Iron County,10632,5181,5451,5017,5295,85,85,19,18,5,5,0,1,55,47,29,33
10754,Jackson County,655773,315906,339867,232938,244180,71343,83425,1644,1677,4268,4572,614,603,5099,5410,19007,16504
10982,Jasper County,105012,50937,54075,47922,51224,881,723,705,733,414,326,35,42,980,1027,1942,1712
11210,Jefferson County,198740,98820,99920,96692,97729,746,632,310,272,278,447,17,11,777,829,1064,958
11438,Johnson County,48481,24487,23994,22425,21957,1088,1047,178,150,328,417,49,25,419,398,734,691
11666,Knox County,4355,2098,2257,2073,2226,2,2,0,1,0,4,0,0,23,24,11,15
11894,Laclede County,32589,15994,16595,15605,16173,83,56,78,83,37,60,8,7,183,216,208,193
12122,Lafayette County,33019,16160,16859,15523,16214,378,382,56,42,34,49,5,4,164,168,188,198
12350,Lawrence County,35325,17400,17925,16985,17490,72,42,133,143,30,51,7,8,173,191,627,571
12578,Lewis County,10501,5142,5359,4960,5156,124,142,9,14,9,13,1,1,39,33,48,29
12806,Lincoln County,39254,19477,19777,18823,19121,360,323,73,78,21,50,8,3,192,202,236,208
13034,Linn County,13722,6486,7236,6369,7109,41,41,25,27,5,15,0,0,46,44,50,54
13262,Livingston County,14497,6654,7843,6482,7455,75,271,23,26,17,24,1,1,56,66,34,60
13490,McDonald County,21669,10981,10688,10313,10015,33,18,327,303,12,20,15,15,281,317,1119,914
13718,Macon County,15738,7684,8054,7410,7758,181,178,27,35,8,17,0,2,58,64,53,68
13946,Madison County,11801,5659,6142,5582,6045,9,9,14,16,10,24,0,0,44,48,27,39
14174,Maries County,8896,4473,4423,4386,4321,13,17,23,26,1,9,0,0,50,50,46,57
14402,Marion County,28309,13368,14941,12549,13942,579,738,37,38,35,46,9,14,159,163,135,117
14630,Mercer County,3756,1837,1919,1806,1904,6,1,15,6,0,0,2,0,8,8,9,2
14858,Miller County,23629,11654,11975,11457,11772,47,26,50,59,15,16,1,4,84,98,107,124
15086,Mississippi County,13362,6241,7121,4940,5515,1222,1539,24,17,10,6,1,0,44,44,72,57
15314,Moniteau County,14835,7879,6956,7201,6805,525,42,39,20,22,26,1,1,91,62,268,167
15542,Monroe County,9323,4575,4748,4357,4479,166,203,13,26,5,6,1,2,33,32,24,28
15770,Montgomery County,12130,6006,6124,5766,5915,145,112,15,15,13,18,0,1,67,63,46,48
15998,Morgan County,19366,9550,9816,9363,9579,50,49,47,75,5,18,3,2,82,93,76,85
16226,New Madrid County,19665,9444,10221,7991,8429,1349,1685,21,17,13,14,0,1,70,75,95,88
16454,Newton County,52706,25759,26947,24272,25575,174,144,636,559,72,99,89,61,516,509,609,543
16682,Nodaway County,21875,10936,10939,10446,10685,255,73,38,14,124,97,1,4,72,66,86,74
16910,Oregon County,10332,5071,5261,4792,5005,7,3,161,142,4,10,0,1,107,100,52,61
17138,Osage County,13081,6639,6442,6559,6360,13,8,16,15,6,4,1,2,44,53,44,33
17366,Ozark County,9529,4720,4809,4617,4711,8,6,34,29,2,7,0,0,59,56,39,51
17594,Pemiscot County,20015,9396,10619,6984,7522,2299,2974,31,20,27,31,1,2,54,70,180,135
17822,Perry County,18136,9036,9100,8886,8957,23,16,17,25,62,55,2,3,46,44,45,48
18050,Pettis County,39441,19157,20284,18109,19217,626,605,76,83,60,94,21,15,265,270,879,654
18278,Phelps County,39882,20251,19631,18867,18551,370,259,146,123,563,399,11,14,294,285,246,242
18506,Pike County,18314,9962,8352,8479,7887,1324,368,36,11,18,13,7,0,98,73,223,72
18734,Platte County,74245,36773,37472,34085,34865,1403,1284,180,167,534,605,71,83,500,468,1161,1072
18962,Polk County,27061,13178,13883,12862,13581,82,43,92,93,21,34,5,3,116,129,166,184
19190,Pulaski County,41712,22021,19691,17984,15887,2830,2380,232,192,359,636,87,55,529,541,1406,1035
19418,Putnam County,5240,2569,2671,2549,2655,2,1,3,2,2,5,0,0,13,8,16,16
19646,Ralls County,9653,4852,4801,4764,4698,45,62,10,9,4,4,0,1,29,27,16,26
19874,Randolph County,24670,12782,11888,11268,11151,1266,483,61,61,44,55,1,6,142,132,144,138
20102,Ray County,23374,11701,11673,11316,11343,197,145,51,38,18,26,1,0,118,121,138,115
20330,Reynolds County,6717,3385,3332,3243,3201,31,4,43,43,4,9,0,0,64,75,28,27
20558,Ripley County,13492,6549,6943,6377,6757,8,0,89,90,9,21,0,2,66,73,68,64
20786,St. Charles County,286171,141014,145157,134279,138136,3932,3940,376,319,1075,1423,39,35,1313,1304,2128,2129
21014,St. Clair County,9671,4808,4863,4687,4757,25,10,41,32,5,13,0,2,50,49,50,45
21242,Ste. Genevieve County,17908,9010,8898,8830,8773,95,33,25,28,14,15,0,0,46,49,69,63
21470,St. Francois County,55743,28330,27413,26842,26933,1014,127,133,66,88,90,7,5,246,192,268,179
21698,St. Louis County,1016364,481427,534937,376061,409623,88014,106969,923,935,11350,11874,135,146,4944,5390,7581,7296
21926,Saline County,23742,11637,12105,10716,11197,663,639,45,31,40,51,27,23,146,164,583,468
22154,Schuyler County,4168,2008,2160,1977,2134,2,0,7,6,4,3,1,0,17,17,16,11
22382,Scotland County,4976,2416,2560,2389,2538,7,3,3,4,1,3,0,1,16,11,20,22
22610,Scott County,40389,19303,21086,17085,18509,1959,2327,54,62,39,54,2,1,164,133,249,199
22838,Shannon County,8319,4061,4258,3867,4062,10,7,74,81,3,3,1,1,106,104,45,32
23066,Shelby County,6788,3247,3541,3187,3466,35,39,5,14,3,5,0,0,17,17,16,27
23294,Stoddard County,29693,14273,15420,13906,15093,166,111,61,58,11,17,2,1,127,140,97,134
23522,Stone County,28740,14097,14643,13809,14343,20,9,90,93,17,35,7,3,154,160,136,162
23750,Sullivan County,7224,3616,3608,3571,3560,9,9,12,7,5,5,1,6,18,21,373,260
23978,Taney County,39937,19355,20582,18845,19987,79,66,156,197,55,82,15,10,205,240,497,466
24206,Texas County,23001,11122,11879,10755,11509,27,27,116,109,30,48,2,2,192,184,102,118
24434,Vernon County,20414,9863,10551,9576,10301,85,43,104,64,25,40,4,3,69,100,95,77
24662,Warren County,24721,12277,12444,11827,12021,254,227,59,59,26,34,2,2,109,101,185,129
24890,Washington County,23410,12072,11338,11341,11069,532,50,70,85,16,19,1,1,112,114,90,79
25118,Wayne County,13256,6573,6683,6435,6535,11,11,35,42,6,11,4,0,82,84,33,32
25346,Webster County,31260,15737,15523,15047,15188,355,24,98,109,40,41,6,6,191,155,204,194
25574,Worth County,2375,1165,1210,1156,1195,1,3,4,4,0,2,0,0,4,6,2,5
25802,Wright County,17949,8714,9235,8534,9051,31,24,63,57,15,14,0,1,71,88,59,80
26030,St. Louis city,346904,162989,183915,75910,79641,80866,97904,482,510,3599,3450,49,48,2083,2362,3749,3295
38,Beaverhead County,9187,4698,4489,4547,4363,15,2,66,73,6,11,2,2,62,38,135,117
266,Big Horn County,12659,6246,6413,2364,2395,6,0,3712,3837,7,21,0,1,157,159,242,229
494,Blaine County,6973,3439,3534,1823,1856,6,8,1551,1625,2,6,2,0,55,39,27,43
722,Broadwater County,4366,2226,2140,2164,2089,5,7,29,23,2,3,1,2,25,16,33,25
950,Carbon County,9564,4790,4774,4687,4676,15,9,34,31,13,21,0,0,41,37,80,89
1178,Carter County,1345,654,691,650,684,0,1,2,3,1,1,0,0,1,2,4,4
1406,Cascade County,80201,39678,40523,36375,37032,547,379,1657,1787,240,408,35,35,824,882,995,957
1634,Chouteau County,5975,3003,2972,2539,2498,2,3,433,442,4,11,4,2,21,16,18,22
1862,Custer County,11667,5711,5956,5571,5801,6,5,77,73,14,17,4,2,39,58,90,87
2090,Daniels County,2012,986,1026,961,985,1,2,10,16,0,5,0,2,14,16,10,22
2318,Dawson County,9036,4483,4553,4368,4470,17,7,73,40,5,7,0,1,20,28,33,48
2546,Deer Lodge County,9385,4688,4697,4501,4528,10,6,96,72,11,23,1,0,69,68,75,80
2774,Fallon County,2811,1421,1390,1403,1372,2,2,4,5,3,6,0,1,9,4,3,8
3002,Fergus County,11880,5783,6097,5639,5942,2,8,73,69,7,20,0,0,62,58,43,53
3230,Flathead County,74710,37042,37668,35887,36455,76,38,435,434,124,221,26,19,494,501,509,554
3458,Gallatin County,68369,35560,32809,34425,31739,109,53,321,296,348,358,22,23,335,340,558,498
3686,Garfield County,1267,653,614,648,610,0,1,3,2,1,0,0,1,1,0,1,4
3914,Glacier County,13197,6516,6681,2304,2427,5,7,4048,4084,1,10,4,3,154,150,86,83
4142,Golden Valley County,1023,528,495,525,489,0,0,3,3,0,1,0,0,0,2,7,6
4370,Granite County,2843,1455,1388,1416,1340,0,0,14,22,1,3,0,1,24,22,15,21
4598,Hill County,16628,8284,8344,6676,6646,12,6,1416,1473,32,33,1,2,147,184,108,100
4826,Jefferson County,10077,5060,5017,4887,4847,10,5,70,58,16,27,6,1,71,79,75,74
5054,Judith Basin County,2332,1211,1121,1196,1105,1,0,3,5,0,2,0,0,11,9,4,9
5282,Lake County,26622,13089,13533,9426,9865,21,12,3201,3183,29,48,4,7,408,418,338,330
5510,Lewis and Clark County,55878,27442,28436,26270,27246,72,45,566,575,119,167,13,17,402,386,407,437
5738,Liberty County,2153,1062,1091,1057,1081,0,0,2,0,1,6,0,0,2,4,2,2
5966,Lincoln County,18812,9532,9280,9235,8952,14,7,105,123,14,46,3,4,161,148,135,136
6194,McCone County,1965,978,987,948,961,4,2,11,10,2,4,0,0,13,10,11,8
6422,Madison County,6873,3476,3397,3414,3318,1,2,15,23,8,10,0,0,38,44,68,62
6650,Meagher County,1929,966,963,949,940,0,0,11,9,0,3,1,0,5,11,15,14
6878,Mineral County,3888,2002,1886,1905,1794,5,4,44,32,9,11,0,1,39,44,32,29
7106,Missoula County,96170,48044,48126,45496,45541,187,87,1133,1104,465,566,40,44,723,784,766,806
7334,Musselshell County,4492,2193,2299,2132,2246,2,1,35,22,2,4,0,2,22,24,35,36
7562,Park County,15719,7761,7958,7574,7713,33,35,71,77,20,42,2,3,61,88,147,141
7790,Petroleum County,492,258,234,258,232,0,0,0,1,0,0,0,0,0,1,5,1
8018,Phillips County,4548,2281,2267,2052,2030,3,4,172,180,7,7,0,1,47,45,27,26
8246,Pondera County,6377,3146,3231,2641,2705,2,4,459,471,3,6,1,2,40,43,30,24
8474,Powder River County,1856,915,941,899,914,0,0,14,19,0,2,0,0,2,6,5,6
8702,Powell County,7178,4228,2950,3862,2837,35,2,223,36,13,18,0,0,95,57,95,45
8930,Prairie County,1185,614,571,605,560,0,0,2,4,0,2,0,0,7,5,3,5
9158,Ravalli County,36307,18028,18279,17590,17770,32,17,160,171,39,69,19,16,188,236,311,367
9386,Richland County,9613,4776,4837,4663,4719,4,5,75,68,5,12,0,1,29,32,99,110
9614,Roosevelt County,10605,5257,5348,2156,2243,4,1,2952,2967,19,27,5,0,121,110,72,59
9842,Rosebud County,9391,4718,4673,3119,2998,14,8,1488,1565,7,21,0,0,90,81,110,109
10070,Sanders County,10248,5180,5068,4786,4693,10,3,264,226,8,24,2,0,110,122,77,82
10298,Sheridan County,4073,2025,2048,1977,1984,2,2,20,30,3,9,0,1,23,22,20,24
10526,Silver Bow County,34520,17070,17450,16377,16782,30,27,367,344,72,76,12,9,212,212,450,500
10754,Stillwater County,8215,4188,4027,4099,3937,11,5,29,29,11,10,1,1,37,45,88,77
10982,Sweet Grass County,3639,1815,1824,1787,1777,1,2,7,13,1,11,0,1,19,20,24,30
11210,Teton County,6435,3167,3268,3080,3152,7,5,42,61,2,5,0,0,36,45,34,39
11438,Toole County,5262,2715,2547,2537,2414,7,1,112,67,4,12,0,1,55,52,37,24
11666,Treasure County,854,436,418,425,406,0,1,8,6,0,3,0,0,3,2,9,4
11894,Valley County,7638,3783,3855,3344,3419,5,5,378,345,3,15,0,1,53,70,31,29
12122,Wheatland County,2251,1116,1135,1083,1102,2,2,15,9,1,4,3,2,12,16,11,14
12350,Wibaux County,1071,514,557,506,547,0,2,4,1,1,1,0,0,3,6,1,3
12578,Yellowstone County,129527,63159,66368,59462,62531,394,225,1989,2159,313,412,33,29,968,1012,2536,2353
38,Adams County,31153,15269,15884,14715,15394,141,76,63,63,243,264,5,6,102,81,809,622
266,Antelope County,7440,3661,3779,3628,3755,3,1,11,12,2,2,0,0,17,9,25,27
494,Arthur County,442,225,217,221,211,0,0,0,1,0,3,1,0,3,2,2,4
722,Banner County,823,429,394,425,389,0,1,1,1,0,1,0,0,3,2,24,22
950,Blaine County,582,293,289,291,285,0,0,1,2,0,0,0,0,1,2,1,0
1178,Boone County,6213,3090,3123,3081,3111,1,2,3,0,0,2,0,2,5,6,35,21
1406,Box Butte County,12112,6032,6080,5736,5748,18,29,166,181,33,32,0,1,79,89,484,446
1634,Boyd County,2427,1172,1255,1157,1243,0,0,9,5,1,3,0,0,5,4,2,0
1862,Brown County,3519,1727,1792,1712,1769,1,0,4,3,2,8,0,1,8,11,11,18
2090,Buffalo County,42341,20755,21586,20171,21147,179,84,72,77,176,133,10,8,147,137,1077,898
2318,Burt County,7789,3771,4018,3693,3934,7,7,38,46,4,11,1,1,28,19,50,48
2546,Butler County,8857,4520,4337,4484,4298,7,5,10,2,3,8,3,7,13,17,85,61
2774,Cass County,24394,12064,12330,11892,12124,27,17,47,26,24,65,2,2,72,96,170,185
3002,Cedar County,9580,4795,4785,4769,4745,3,7,5,14,3,2,1,0,14,17,24,17
3230,Chase County,4047,1988,2059,1974,2045,4,3,3,1,3,4,1,0,3,6,80,59
3458,Cherry County,6147,3054,3093,2913,2905,4,1,85,115,8,18,3,12,41,42,30,27
3686,Cheyenne County,9824,4812,5012,4719,4934,9,6,39,29,18,21,2,1,25,21,216,222
3914,Clay County,7025,3423,3602,3383,3561,13,6,11,13,8,13,0,0,8,9,133,112
4142,Colfax County,10459,5395,5064,5311,4993,8,4,20,15,22,17,12,9,22,26,1624,1118
4370,Cuming County,10173,5141,5032,5099,4978,10,5,16,14,4,16,0,3,12,16,323,236
4598,Custer County,11781,5772,6009,5707,5949,6,2,26,22,5,13,0,0,28,23,51,57
4826,Dakota County,20279,10131,10148,9415,9428,86,52,183,234,337,318,8,5,102,111,2495,2117
5054,Dawes County,9035,4414,4621,4153,4374,61,31,130,140,15,13,3,2,52,61,116,110
5282,Dawson County,24417,12318,12099,11972,11822,70,45,114,90,96,82,7,6,59,54,3437,2788
5510,Deuel County,2100,1022,1078,1014,1058,0,1,3,6,2,6,0,0,3,7,25,32
5738,Dixon County,6315,3134,3181,3097,3143,1,1,14,18,7,10,2,0,13,9,197,150
5966,Dodge County,36220,17472,18748,17120,18391,100,73,70,57,72,116,20,19,90,92,774,650
6194,Douglas County,464712,227352,237360,193158,199883,25638,28531,1480,1591,4024,4203,170,112,2882,3040,17461,13910
6422,Dundy County,2292,1128,1164,1104,1140,1,0,12,6,3,8,0,1,8,9,48,26
6650,Fillmore County,6613,3196,3417,3161,3356,4,10,14,26,1,3,1,0,15,22,57,53
6878,Franklin County,3548,1709,1839,1699,1826,0,0,5,5,1,1,0,0,4,7,9,14
7106,Frontier County,3087,1547,1540,1528,1518,3,1,5,3,4,5,0,0,7,13,11,19
7334,Furnas County,5290,2538,2752,2509,2712,2,2,10,12,4,8,0,0,13,18,37,24
7562,Gage County,22975,11141,11834,10907,11606,49,24,64,70,31,37,7,5,83,92,98,98
7790,Garden County,2280,1110,1170,1095,1159,2,1,4,2,2,4,0,0,7,4,17,16
8018,Garfield County,1891,906,985,898,978,0,0,3,1,0,1,0,1,5,4,14,5
8246,Gosper County,2141,1081,1060,1076,1051,0,0,0,3,3,3,0,0,2,3,11,16
8474,Grant County,746,398,348,397,346,0,0,1,0,0,2,0,0,0,0,3,7
8702,Greeley County,2705,1332,1373,1315,1356,8,10,2,0,1,1,0,0,6,6,11,12
8930,Hall County,53505,26552,26953,25784,26293,166,92,100,82,306,317,53,27,143,142,4178,3360
9158,Hamilton County,9380,4677,4703,4630,4666,12,6,8,3,11,11,0,0,16,17,54,53
9386,Harlan County,3770,1865,1905,1853,1889,3,2,1,3,0,3,0,1,8,7,19,10
9614,Hayes County,1070,535,535,531,528,1,1,0,0,1,2,0,0,2,4,16,11
9842,Hitchcock County,3104,1513,1591,1492,1574,2,1,9,0,0,4,0,0,10,12,25,19
10070,Holt County,11487,5654,5833,5597,5788,6,2,20,17,9,12,3,3,19,11,45,37
10298,Hooker County,782,356,426,351,422,0,0,2,1,0,1,0,0,3,2,3,5
10526,Howard County,6542,3288,3254,3266,3217,7,13,6,10,1,5,2,0,6,9,27,39
10754,Jefferson County,8338,4075,4263,4044,4206,2,5,13,20,2,14,0,3,14,15,54,55
10982,Johnson County,4481,2148,2333,2050,2231,3,2,8,13,78,71,1,0,8,16,64,64
11210,Kearney County,6886,3415,3471,3374,3437,10,5,9,5,6,11,1,0,15,13,85,76
11438,Keith County,8860,4349,4511,4275,4445,8,3,37,36,7,9,0,0,22,18,184,191
11666,Keya Paha County,979,492,487,490,485,0,0,2,0,0,0,0,0,0,2,20,18
11894,Kimball County,4058,1982,2076,1947,2033,6,3,13,14,3,1,1,0,12,25,65,71
12122,Knox County,9334,4593,4741,4244,4349,2,6,319,349,7,8,1,3,20,26,45,40
12350,Lancaster County,251425,125593,125832,114918,116510,4286,3051,871,824,3743,3611,110,89,1665,1747,4666,3891
12578,Lincoln County,34637,17011,17626,16610,17259,119,85,112,95,59,76,4,4,107,107,970,913
12806,Logan County,773,385,388,376,386,1,0,7,1,0,0,0,0,1,1,2,5
13034,Loup County,710,370,340,367,339,0,0,2,0,0,1,0,0,1,0,8,4
13262,McPherson County,531,265,266,265,264,0,0,0,0,0,2,0,0,0,0,6,2
13490,Madison County,35190,17470,17720,16844,17153,206,152,233,226,70,82,5,10,112,97,1721,1330
13718,Merrick County,8164,3999,4165,3959,4131,9,9,7,7,10,7,1,0,13,11,94,74
13946,Morrill County,5437,2691,2746,2652,2709,2,2,19,21,4,8,0,0,14,6,301,248
14174,Nance County,4038,2060,1978,2044,1954,0,0,6,13,1,1,0,0,9,10,22,24
14402,Nemaha County,7567,3653,3914,3577,3841,25,7,14,9,18,29,1,2,18,26,37,39
14630,Nuckolls County,5028,2415,2613,2405,2597,1,0,3,0,3,5,0,0,3,11,23,28
14858,Otoe County,15430,7570,7860,7472,7756,28,16,13,21,14,24,2,3,41,40,194,183
15086,Pawnee County,3083,1483,1600,1474,1583,0,0,3,3,2,6,0,0,4,8,12,9
15314,Perkins County,3177,1592,1585,1580,1567,0,1,4,5,4,3,0,0,4,9,41,33
15542,Phelps County,9734,4771,4963,4706,4900,7,6,14,13,13,14,2,3,29,27,111,109
15770,Pierce County,7837,3923,3914,3884,3869,3,3,15,13,4,12,1,1,16,16,35,21
15998,Platte County,31518,15634,15884,15343,15602,81,44,54,54,52,78,7,9,97,97,1109,969
16226,Polk County,5613,2813,2800,2794,2773,1,0,8,8,1,4,0,0,9,15,33,27
16454,Red Willow County,11448,5547,5901,5468,5825,10,9,29,20,6,13,0,2,34,32,146,135
16682,Richardson County,9503,4595,4908,4413,4720,10,8,115,107,5,9,0,0,52,64,53,47
16910,Rock County,1755,844,911,836,903,0,0,5,3,0,3,0,0,3,2,3,6
17138,Saline County,13860,6854,7006,6614,6798,39,19,33,20,134,107,2,2,32,60,520,391
17366,Sarpy County,123157,61191,61966,55966,56483,2894,2619,264,284,987,1441,52,60,1028,1079,2807,2612
17594,Saunders County,19852,9883,9969,9776,9856,13,9,24,33,20,24,0,1,50,46,95,110
17822,Scotts Bluff County,36965,17636,19329,16920,18644,84,44,389,380,116,116,6,10,121,135,3207,3185
18050,Seward County,16530,8402,8128,8278,8001,24,24,14,20,22,26,10,6,54,51,95,89
18278,Sheridan County,6175,3024,3151,2693,2783,3,2,280,293,4,7,0,1,44,65,47,44
18506,Sherman County,3297,1623,1674,1606,1657,1,1,3,4,3,5,1,0,9,7,16,18
18734,Sioux County,1470,774,696,770,688,0,0,2,0,1,2,0,0,1,6,18,16
18962,Stanton County,6424,3186,3238,3129,3180,18,9,18,13,2,11,0,0,19,25,80,69
19190,Thayer County,6033,2954,3079,2925,3054,1,0,10,7,3,4,0,0,15,14,26,35
19418,Thomas County,731,364,367,364,364,0,0,0,2,0,0,0,0,0,1,2,4
19646,Thurston County,7157,3571,3586,1707,1641,5,6,1815,1891,2,3,0,0,42,45,117,65
19874,Valley County,4644,2224,2420,2208,2388,2,5,4,11,2,3,1,2,7,11,36,39
20102,Washington County,18790,9337,9453,9179,9333,42,26,25,13,23,32,18,3,50,46,114,88
20330,Wayne County,9805,4722,5083,4612,4946,62,33,16,29,7,39,1,0,24,36,77,77
20558,Webster County,4053,1950,2103,1920,2066,3,3,5,6,8,11,2,1,12,16,8,14
20786,Wheeler County,882,432,450,432,448,0,0,0,2,0,0,0,0,0,0,2,3
21014,York County,14572,6963,7609,6813,7395,61,86,16,31,37,34,6,5,30,58,103,102
38,Churchill County,24008,12038,11970,10699,10443,221,177,524,643,275,394,29,28,290,285,1104,977
266,Clark County,1393370,708751,684619,582359,550861,64946,65320,6356,6065,34741,41826,3594,3512,16755,17035,163829,143881
494,Douglas County,41429,20933,20496,19887,19464,88,49,358,343,240,302,35,29,325,309,1627,1451
722,Elko County,45236,23574,21662,21648,19838,220,68,1225,1242,145,202,32,30,304,282,4761,4206
950,Esmeralda County,972,537,435,499,389,0,1,25,26,0,0,2,0,11,19,55,44
1178,Eureka County,1627,838,789,794,741,4,3,13,14,5,8,0,1,22,22,91,67
1406,Humboldt County,15903,8341,7562,7774,7019,64,19,342,334,38,60,6,14,117,116,1615,1402
1634,Lander County,5694,2923,2771,2774,2579,10,11,103,132,6,14,2,0,28,35,570,502
1862,Lincoln County,4172,2165,2007,2044,1904,63,13,37,43,3,11,0,1,18,35,129,92
2090,Lyon County,34841,17647,17194,16638,16133,154,95,424,444,69,147,25,27,337,348,2147,1703
